state;action_reward;n_state
1&3|50&5|3254&3|3104&3|3098&3|2094&3|3576&4|2248&4|1246&2|2797&3|2020&4|1831&2;2450&1|2752&2|1091&2|2119&3|1101&2|2517&2|3525&2|1587&3|2405&2|2473&1;1&3|50&5|3254&3|3104&3|3098&3|2094&3|3576&4|2248&4|1246&2|2797&3|2020&4|1831&2|2450&1|2752&2|1091&2|2119&3|1101&2|2517&2|3525&2|1587&3|2405&2|2473&1
994&3|25&4|3039&5|1257&4|1188&3|562&3|223&4|608&5|3552&5|3361&5|2395&2|237&2;3448&4|2003&2|2261&3|3033&4|2261&3|3740&3|2416&2|2746&3|2926&4|2003&2;994&3|25&4|3039&5|1257&4|1188&3|562&3|223&4|608&5|3552&5|3361&5|2395&2|237&2|3448&4|2003&2|2261&3|3033&4|2261&3|3740&3|2416&2|2746&3|2926&4|2003&2
3730&4|1193&4|3543&5|3298&4|1964&4|695&3|2770&3|1193&4|2861&4|2710&1|3543&5|913&5;2987&3|2806&3|3219&5|2806&3|3081&4|2013&3|2806&3|2806&3|2734&3|3219&5;3730&4|1193&4|3543&5|3298&4|1964&4|695&3|2770&3|1193&4|2861&4|2710&1|3543&5|913&5|2987&3|2806&3|3219&5|2806&3|3081&4|2013&3|2806&3|2806&3|2734&3|3219&5
1240&5|2699&4|380&3|1339&2|2393&2|1197&5|2232&5|1954&2|2094&3|1275&4|2416&2|2692&4;2797&3|198&2|1199&4|541&4|3033&2|2901&3|2797&3|2013&3|3033&2|2702&3;1240&5|2699&4|380&3|1339&2|2393&2|1197&5|2232&5|1954&2|2094&3|1275&4|2416&2|2692&4|2797&3|198&2|1199&4|541&4|3033&2|2901&3|2797&3|2013&3|3033&2|2702&3
2515&3|2341&4|749&4|3037&5|3652&5|3037&5|2568&5|963&4|2857&2|3267&5|3037&5|3037&5;1788&3|1788&3|1112&3|2692&3|1112&3|2692&3|2490&5|2490&5|2692&3|2490&5;2515&3|2341&4|749&4|3037&5|3652&5|3037&5|2568&5|963&4|2857&2|3267&5|3037&5|3037&5|1788&3|1788&3|1112&3|2692&3|1112&3|2692&3|2490&5|2490&5|2692&3|2490&5
1580&5|3061&5|1278&5|2302&5|317&3|551&3|356&4|2406&5|2080&4|1079&5|2141&3|3671&5;3258&4|2038&4|1018&5|2805&4|2378&4|2683&2|2805&4|1405&1|2053&3|1367&3;1580&5|3061&5|1278&5|2302&5|317&3|551&3|356&4|2406&5|2080&4|1079&5|2141&3|3671&5|3258&4|2038&4|1018&5|2805&4|2378&4|2683&2|2805&4|1405&1|2053&3|1367&3
110&4|110&4|2949&4|260&5|2916&5|2239&5|2985&4|1136&4|1214&5|3703&4|1220&4|1387&3;950&5|1254&5|2721&5|1046&5|922&5|949&5|1254&5|1193&4|3467&4|926&5;110&4|110&4|2949&4|260&5|2916&5|2239&5|2985&4|1136&4|1214&5|3703&4|1220&4|1387&3|950&5|1254&5|2721&5|1046&5|922&5|949&5|1254&5|1193&4|3467&4|926&5
104&5|2539&4|34&3|3450&5|10&4|971&3|3066&3|377&2|1610&2|1442&4|500&3|2183&4;1918&4|1731&2|1806&2|3268&4|2082&4|1020&4|2770&4|5&3|1918&4|274&2;104&5|2539&4|34&3|3450&5|10&4|971&3|3066&3|377&2|1610&2|1442&4|500&3|2183&4|1918&4|1731&2|1806&2|3268&4|2082&4|1020&4|2770&4|5&3|1918&4|274&2
3088&3|1370&2|2000&3|587&2|3424&3|1199&4|500&3|357&2|1136&3|1089&4|2287&1|2413&3;3740&3|3418&3|2373&1|2808&1|2993&2|2989&2|3366&3|3418&3|3753&3|434&2;3088&3|1370&2|2000&3|587&2|3424&3|1199&4|500&3|357&2|1136&3|1089&4|2287&1|2413&3|3740&3|3418&3|2373&1|2808&1|2993&2|2989&2|3366&3|3418&3|3753&3|434&2
912&5|1206&3|480&4|260&5|3793&5|1580&4|32&4|1580&4|1097&3|1374&3|589&5|260&5;1387&5|2716&3|3917&2|2716&3|1387&5|1994&3|2716&3|1219&5|3917&2|1994&3;912&5|1206&3|480&4|260&5|3793&5|1580&4|32&4|1580&4|1097&3|1374&3|589&5|260&5|1387&5|2716&3|3917&2|2716&3|1387&5|1994&3|2716&3|1219&5|3917&2|1994&3
24&2|2278&4|52&4|3030&5|1097&4|361&3|2791&4|165&4|809&1|2289&4|329&3|318&5;1387&5|2288&5|260&5|2054&4|3717&4|2985&4|1459&4|541&4|1378&4|1459&4;24&2|2278&4|52&4|3030&5|1097&4|361&3|2791&4|165&4|809&1|2289&4|329&3|318&5|1387&5|2288&5|260&5|2054&4|3717&4|2985&4|1459&4|541&4|1378&4|1459&4
1253&4|741&5|3253&5|2647&4|1374&5|216&5|2916&4|1215&5|2599&5|1253&4|316&4|2003&5;663&5|661&4|440&5|364&5|2018&5|1022&5|440&5|1&5|2083&5|2109&5;1253&4|741&5|3253&5|2647&4|1374&5|216&5|2916&4|1215&5|2599&5|1253&4|316&4|2003&5|663&5|661&4|440&5|364&5|2018&5|1022&5|440&5|1&5|2083&5|2109&5
1276&4|3793&4|2333&1|3827&3|2719&3|527&5|3578&5|3821&3|2827&4|3821&3|3006&4|3745&3;2841&4|2871&3|1240&5|1252&1|2804&3|2734&4|2841&4|2724&3|3219&4|2394&2;1276&4|3793&4|2333&1|3827&3|2719&3|527&5|3578&5|3821&3|2827&4|3821&3|3006&4|3745&3|2841&4|2871&3|1240&5|1252&1|2804&3|2734&4|2841&4|2724&3|3219&4|2394&2
296&4|3408&5|2028&5|1704&5|296&4|1266&4|3481&3|445&4|1704&5|608&4|1266&4|3408&5;2599&4|1192&5|36&5|431&3|36&5|36&5|1192&5|431&3|1192&5|2677&5;296&4|3408&5|2028&5|1704&5|296&4|1266&4|3481&3|445&4|1704&5|608&4|1266&4|3408&5|2599&4|1192&5|36&5|431&3|36&5|36&5|1192&5|431&3|1192&5|2677&5
2355&4|231&5|3823&5|3176&4|2355&4|2151&5|608&1|2762&5|3785&5|1586&5|3823&5|1221&5;736&4|3882&5|1639&4|2302&5|1639&4|3819&4|736&4|3819&4|2694&4|2694&4;2355&4|231&5|3823&5|3176&4|2355&4|2151&5|608&1|2762&5|3785&5|1586&5|3823&5|1221&5|736&4|3882&5|1639&4|2302&5|1639&4|3819&4|736&4|3819&4|2694&4|2694&4
2442&4|1198&4|535&2|329&3|589&2|3819&5|412&3|1250&3|2291&3|2693&3|500&2|1372&3;3030&3|3421&2|2248&3|1291&2|3051&2|237&2|2506&2|949&3|1947&3|3147&3;2442&4|1198&4|535&2|329&3|589&2|3819&5|412&3|1250&3|2291&3|2693&3|500&2|1372&3|3030&3|3421&2|2248&3|1291&2|3051&2|237&2|2506&2|949&3|1947&3|3147&3
940&3|2366&2|3144&3|3467&3|940&3|3269&2|3307&2|3307&2|3605&2|1210&1|3525&2|3492&1;565&1|2167&1|565&1|1219&2|1340&1|1848&1|2167&1|3340&1|2664&2|1333&2;940&3|2366&2|3144&3|3467&3|940&3|3269&2|3307&2|3307&2|3605&2|1210&1|3525&2|3492&1|565&1|2167&1|565&1|1219&2|1340&1|1848&1|2167&1|3340&1|2664&2|1333&2
1079&4|1136&4|1304&5|3468&4|1722&4|1722&4|1&4|1198&4|1079&4|1256&4|1307&3|910&5;1394&3|3174&3|2174&4|1394&3|1269&5|1269&5|3099&4|3174&3|3174&3|3099&4;1079&4|1136&4|1304&5|3468&4|1722&4|1722&4|1&4|1198&4|1079&4|1256&4|1307&3|910&5|1394&3|3174&3|2174&4|1394&3|1269&5|1269&5|3099&4|3174&3|3174&3|3099&4
160&1|1968&2|662&3|412&4|1329&1|2582&2|3113&4|2167&1|1298&3|2759&3|282&4|3361&4;1984&1|2078&4|58&3|3831&3|3897&4|3719&4|3546&4|3786&4|2194&3|1041&4;160&1|1968&2|662&3|412&4|1329&1|2582&2|3113&4|2167&1|1298&3|2759&3|282&4|3361&4|1984&1|2078&4|58&3|3831&3|3897&4|3719&4|3546&4|3786&4|2194&3|1041&4
2942&1|1210&3|1198&4|3703&3|2513&1|838&4|3677&4|593&2|2379&1|2155&4|1392&3|728&4;2580&4|1513&3|2433&4|306&5|3198&4|2906&4|3410&4|3152&3|3811&3|1206&2;2942&1|1210&3|1198&4|3703&3|2513&1|838&4|3677&4|593&2|2379&1|2155&4|1392&3|728&4|2580&4|1513&3|2433&4|306&5|3198&4|2906&4|3410&4|3152&3|3811&3|1206&2
3176&4|2997&5|2024&2|529&4|1245&3|457&4|800&4|1192&5|3176&4|2628&2|2571&5|2024&2;1732&4|1639&3|3633&3|2247&3|1304&4|3552&4|2247&3|1304&4|1304&4|2247&3;3176&4|2997&5|2024&2|529&4|1245&3|457&4|800&4|1192&5|3176&4|2628&2|2571&5|2024&2|1732&4|1639&3|3633&3|2247&3|1304&4|3552&4|2247&3|1304&4|1304&4|2247&3
3006&5|457&4|2712&5|2108&4|923&3|2997&5|1263&5|2959&5|2712&5|2712&5|1208&5|25&4;1393&3|440&3|111&4|2987&3|2857&4|2987&3|1580&3|1653&4|1057&4|2006&3;3006&5|457&4|2712&5|2108&4|923&3|2997&5|1263&5|2959&5|2712&5|2712&5|1208&5|25&4|1393&3|440&3|111&4|2987&3|2857&4|2987&3|1580&3|1653&4|1057&4|2006&3
2840&3|434&4|457&5|3452&2|145&3|2605&3|1590&3|1518&4|2706&4|809&2|780&4|3409&3;1779&3|2429&2|1499&3|1566&3|2617&4|158&3|158&3|1882&3|1676&3|1562&3;2840&3|434&4|457&5|3452&2|145&3|2605&3|1590&3|1518&4|2706&4|809&2|780&4|3409&3|1779&3|2429&2|1499&3|1566&3|2617&4|158&3|158&3|1882&3|1676&3|1562&3
3435&5|247&4|1077&3|942&4|247&4|1289&4|3725&3|1289&4|1238&4|3543&4|858&4|1028&4;2081&4|242&3|3481&4|3159&3|2088&2|1380&3|2088&2|1381&2|3534&3|1235&5;3435&5|247&4|1077&3|942&4|247&4|1289&4|3725&3|1289&4|1238&4|3543&4|858&4|1028&4|2081&4|242&3|3481&4|3159&3|2088&2|1380&3|2088&2|1381&2|3534&3|1235&5
3104&3|2746&4|1374&4|1387&5|350&2|1676&1|3358&3|780&3|3196&4|1663&3|1242&5|2352&2;1199&4|1097&4|2302&3|52&2|2915&2|3552&2|1994&3|1747&2|2968&3|517&1;3104&3|2746&4|1374&4|1387&5|350&2|1676&1|3358&3|780&3|3196&4|1663&3|1242&5|2352&2|1199&4|1097&4|2302&3|52&2|2915&2|3552&2|1994&3|1747&2|2968&3|517&1
1893&4|3134&4|908&5|908&5|1233&4|1212&5|1233&4|1212&5|29&4|1699&4|1207&5|1207&5;1277&4|2351&3|1277&4|1276&3|877&3|1277&4|1225&5|1277&4|1225&5|1276&3;1893&4|3134&4|908&5|908&5|1233&4|1212&5|1233&4|1212&5|29&4|1699&4|1207&5|1207&5|1277&4|2351&3|1277&4|1276&3|877&3|1277&4|1225&5|1277&4|1225&5|1276&3
1397&4|2729&4|1541&3|110&3|1603&3|1394&5|2120&4|1836&4|1225&5|410&4|1500&4|2712&5;324&4|2073&4|3551&5|708&4|3897&4|1569&5|1864&2|2130&4|1537&5|3911&3;1397&4|2729&4|1541&3|110&3|1603&3|1394&5|2120&4|1836&4|1225&5|410&4|1500&4|2712&5|324&4|2073&4|3551&5|708&4|3897&4|1569&5|1864&2|2130&4|1537&5|3911&3
2174&5|357&4|3608&5|2349&3|357&4|2528&4|2065&4|1408&5|2763&5|2336&5|3507&5|1215&5;1198&5|3479&5|1073&5|858&5|1036&5|2161&4|1214&5|2288&4|2161&4|1387&5;2174&5|357&4|3608&5|2349&3|357&4|2528&4|2065&4|1408&5|2763&5|2336&5|3507&5|1215&5|1198&5|3479&5|1073&5|858&5|1036&5|2161&4|1214&5|2288&4|2161&4|1387&5
480&3|3510&4|2640&4|1286&5|3755&2|648&5|648&5|3265&5|3510&4|2791&5|1249&5|3265&5;1233&5|1233&5|1233&5|1214&4|2692&3|2692&3|2692&3|1912&5|1233&5|2692&3;480&3|3510&4|2640&4|1286&5|3755&2|648&5|648&5|3265&5|3510&4|2791&5|1249&5|3265&5|1233&5|1233&5|1233&5|1214&4|2692&3|2692&3|2692&3|1912&5|1233&5|2692&3
3210&1|2501&5|1197&5|2289&5|1238&5|1747&3|2357&4|2467&5|1295&3|1321&4|3111&3|1968&3;733&3|224&4|832&3|40&4|1735&3|3253&3|260&5|3252&4|260&5|661&4;3210&1|2501&5|1197&5|2289&5|1238&5|1747&3|2357&4|2467&5|1295&3|1321&4|3111&3|1968&3|733&3|224&4|832&3|40&4|1735&3|3253&3|260&5|3252&4|260&5|661&4
1617&4|3175&5|593&3|3052&3|3052&3|2716&3|3052&3|2961&3|356&5|2961&3|2996&4|3405&2;2829&4|2628&5|2906&5|3157&3|2829&4|3157&3|3157&3|3157&3|2829&4|3157&3;1617&4|3175&5|593&3|3052&3|3052&3|2716&3|3052&3|2961&3|356&5|2961&3|2996&4|3405&2|2829&4|2628&5|2906&5|3157&3|2829&4|3157&3|3157&3|3157&3|2829&4|3157&3
2989&4|442&4|1580&5|1090&5|2100&2|3114&4|163&2|151&5|260&5|1210&4|2193&5|1953&5;1378&4|1278&3|3702&4|380&4|1089&4|1370&4|1370&4|380&4|2406&4|1370&4;2989&4|442&4|1580&5|1090&5|2100&2|3114&4|163&2|151&5|260&5|1210&4|2193&5|1953&5|1378&4|1278&3|3702&4|380&4|1089&4|1370&4|1370&4|380&4|2406&4|1370&4
3568&4|1259&4|524&3|551&4|3404&4|3948&4|3948&4|908&4|358&3|70&2|908&4|2858&4;1073&4|111&4|1387&5|1193&5|111&4|1387&5|1997&4|2924&5|3363&4|1193&5;3568&4|1259&4|524&3|551&4|3404&4|3948&4|3948&4|908&4|358&3|70&2|908&4|2858&4|1073&4|111&4|1387&5|1193&5|111&4|1387&5|1997&4|2924&5|3363&4|1193&5
3070&2|1580&3|780&3|1373&2|2976&2|1375&4|1387&5|41&4|2901&5|2528&3|3698&3|610&3;3608&3|454&3|3102&2|1732&3|1028&5|193&1|3552&5|2002&3|1077&5|2001&4;3070&2|1580&3|780&3|1373&2|2976&2|1375&4|1387&5|41&4|2901&5|2528&3|3698&3|610&3|3608&3|454&3|3102&2|1732&3|1028&5|193&1|3552&5|2002&3|1077&5|2001&4
1387&3|2058&3|1580&3|260&5|2572&3|2908&3|2908&3|2443&4|2836&2|1639&4|3052&2|357&2;2797&4|1207&2|2797&4|2100&2|2628&4|2628&4|2174&5|1207&2|1097&4|36&3;1387&3|2058&3|1580&3|260&5|2572&3|2908&3|2908&3|2443&4|2836&2|1639&4|3052&2|357&2|2797&4|1207&2|2797&4|2100&2|2628&4|2628&4|2174&5|1207&2|1097&4|36&3
3578&4|3441&3|1219&5|3299&4|2087&4|2762&5|434&4|1204&5|1037&4|112&3|1582&3|440&4;1882&1|3082&4|485&3|2015&4|3949&5|3317&3|481&3|2470&4|3114&4|273&4;3578&4|3441&3|1219&5|3299&4|2087&4|2762&5|434&4|1204&5|1037&4|112&3|1582&3|440&4|1882&1|3082&4|485&3|2015&4|3949&5|3317&3|481&3|2470&4|3114&4|273&4
2571&5|1252&4|534&4|1527&5|745&5|551&5|357&3|1248&5|589&4|1277&5|1248&5|707&4;2709&2|232&4|7&4|2169&3|537&4|552&3|450&4|1753&2|2709&2|1513&3;2571&5|1252&4|534&4|1527&5|745&5|551&5|357&3|1248&5|589&4|1277&5|1248&5|707&4|2709&2|232&4|7&4|2169&3|537&4|552&3|450&4|1753&2|2709&2|1513&3
541&4|3424&4|1387&5|2076&3|953&3|2857&4|1225&3|3363&4|3424&4|3361&5|1079&4|111&5;110&3|1204&5|924&5|2662&4|647&3|3471&3|920&5|924&5|1263&5|1206&5;541&4|3424&4|1387&5|2076&3|953&3|2857&4|1225&3|3363&4|3424&4|3361&5|1079&4|111&5|110&3|1204&5|924&5|2662&4|647&3|3471&3|920&5|924&5|1263&5|1206&5
1482&4|1537&5|2599&4|1537&5|2762&5|50&5|2858&5|1500&4|1265&4|1171&5|205&1|356&4;440&4|3060&5|7&1|2359&3|7&1|3060&5|3060&5|2359&3|223&5|3060&5;1482&4|1537&5|2599&4|1537&5|2762&5|50&5|2858&5|1500&4|1265&4|1171&5|205&1|356&4|440&4|3060&5|7&1|2359&3|7&1|3060&5|3060&5|2359&3|223&5|3060&5
357&5|1&3|2396&4|2028&3|1485&5|1881&4|1919&5|410&4|2628&4|2718&4|1919&5|3114&3;231&5|344&5|7&5|1377&5|2574&5|1453&5|344&5|2431&5|7&5|784&4;357&5|1&3|2396&4|2028&3|1485&5|1881&4|1919&5|410&4|2628&4|2718&4|1919&5|3114&3|231&5|344&5|7&5|1377&5|2574&5|1453&5|344&5|2431&5|7&5|784&4
2525&2|3685&3|3751&4|1196&4|3624&3|2525&2|1051&4|459&3|3752&4|1196&4|1210&4|1051&4;1639&5|3753&5|1397&5|3720&5|3753&5|1397&5|3720&5|1639&5|3720&5|3753&5;2525&2|3685&3|3751&4|1196&4|3624&3|2525&2|1051&4|459&3|3752&4|1196&4|1210&4|1051&4|1639&5|3753&5|1397&5|3720&5|3753&5|1397&5|3720&5|1639&5|3720&5|3753&5
2518&4|2518&4|2247&4|2195&5|3501&3|1100&3|1394&5|1394&5|2000&4|1758&4|3543&3|2590&4;2378&2|3388&3|1378&4|2375&4|2259&5|2478&3|3388&3|2375&4|2375&4|2259&5;2518&4|2518&4|2247&4|2195&5|3501&3|1100&3|1394&5|1394&5|2000&4|1758&4|3543&3|2590&4|2378&2|3388&3|1378&4|2375&4|2259&5|2478&3|3388&3|2375&4|2375&4|2259&5
1129&4|3928&5|2302&5|50&5|2858&5|3917&3|1284&4|3917&3|296&4|1466&4|2692&4|3932&4;2231&4|47&5|1645&4|3247&4|2268&5|3247&4|1805&5|1645&4|1589&4|3247&4;1129&4|3928&5|2302&5|50&5|2858&5|3917&3|1284&4|3917&3|296&4|1466&4|2692&4|3932&4|2231&4|47&5|1645&4|3247&4|2268&5|3247&4|1805&5|1645&4|1589&4|3247&4
1036&3|260&5|1036&3|2378&4|1127&1|1721&3|1240&3|1257&5|223&2|1213&4|3752&4|2694&2;3578&3|1266&3|2640&2|3948&2|2409&4|1266&3|3578&3|2642&1|2769&1|1610&2;1036&3|260&5|1036&3|2378&4|1127&1|1721&3|1240&3|1257&5|223&2|1213&4|3752&4|2694&2|3578&3|1266&3|2640&2|3948&2|2409&4|1266&3|3578&3|2642&1|2769&1|1610&2
830&5|1214&5|378&2|3033&4|1918&3|1573&4|2640&5|1210&3|1747&2|1487&3|1912&3|3273&3;2539&3|2266&3|852&4|2372&3|547&5|1587&2|1460&3|2162&1|1603&4|1321&4;830&5|1214&5|378&2|3033&4|1918&3|1573&4|2640&5|1210&3|1747&2|1487&3|1912&3|3273&3|2539&3|2266&3|852&4|2372&3|547&5|1587&2|1460&3|2162&1|1603&4|1321&4
3160&5|2707&5|3016&4|2719&2|2340&4|2548&1|1655&4|1979&3|2716&5|2759&4|2688&3|2706&5;3157&4|3623&4|2568&1|2723&3|2568&1|2485&3|3793&4|3752&5|3745&4|2490&3;3160&5|2707&5|3016&4|2719&2|2340&4|2548&1|1655&4|1979&3|2716&5|2759&4|2688&3|2706&5|3157&4|3623&4|2568&1|2723&3|2568&1|2485&3|3793&4|3752&5|3745&4|2490&3
1240&5|3703&2|924&4|1206&4|277&3|2287&3|1199&5|1196&5|1270&4|1270&4|924&4|1199&5;1584&4|2529&5|3699&3|2288&4|2968&4|2529&5|2529&5|2529&5|1584&4|2968&4;1240&5|3703&2|924&4|1206&4|277&3|2287&3|1199&5|1196&5|1270&4|1270&4|924&4|1199&5|1584&4|2529&5|3699&3|2288&4|2968&4|2529&5|2529&5|2529&5|1584&4|2968&4
2762&5|2567&4|3552&5|3298&3|2333&3|2806&3|1081&5|2995&1|3210&5|3210&5|2013&4|2688&4;587&4|3515&4|1466&4|3639&4|3893&4|248&4|3702&4|3258&4|1711&4|2792&4;2762&5|2567&4|3552&5|3298&3|2333&3|2806&3|1081&5|2995&1|3210&5|3210&5|2013&4|2688&4|587&4|3515&4|1466&4|3639&4|3893&4|248&4|3702&4|3258&4|1711&4|2792&4
1088&3|1374&4|1288&4|2108&4|2155&3|1235&3|745&5|1077&5|2973&5|1288&4|1285&5|1123&5;1228&5|1272&4|1296&4|3751&5|527&4|1272&4|223&4|1222&4|1208&5|223&4;1088&3|1374&4|1288&4|2108&4|2155&3|1235&3|745&5|1077&5|2973&5|1288&4|1285&5|1123&5|1228&5|1272&4|1296&4|3751&5|527&4|1272&4|223&4|1222&4|1208&5|223&4
1210&5|3408&5|599&3|3864&5|599&3|3322&4|3793&5|3322&4|3190&5|3173&5|3301&3|3555&5;3300&5|3300&5|3745&5|3826&4|3745&5|3799&5|3745&5|3799&5|3300&5|3745&5;1210&5|3408&5|599&3|3864&5|599&3|3322&4|3793&5|3322&4|3190&5|3173&5|3301&3|3555&5|3300&5|3300&5|3745&5|3826&4|3745&5|3799&5|3745&5|3799&5|3300&5|3745&5
719&2|231&5|2881&4|195&3|1243&4|445&2|2723&4|1584&4|2918&4|367&4|592&4|3826&3;135&3|1459&3|2431&3|1380&4|706&4|762&3|3082&4|3646&3|257&4|3484&4;719&2|231&5|2881&4|195&3|1243&4|445&2|2723&4|1584&4|2918&4|367&4|592&4|3826&3|135&3|1459&3|2431&3|1380&4|706&4|762&3|3082&4|3646&3|257&4|3484&4
2023&2|745&4|356&4|480&3|3424&3|3006&4|1270&3|3255&3|3006&4|125&4|2628&4|356&4;1197&5|3070&3|3552&4|1965&3|2286&2|2150&4|1197&5|1172&4|3087&2|1965&3;2023&2|745&4|356&4|480&3|3424&3|3006&4|1270&3|3255&3|3006&4|125&4|2628&4|356&4|1197&5|3070&3|3552&4|1965&3|2286&2|2150&4|1197&5|1172&4|3087&2|1965&3
272&3|2437&3|1073&5|2348&2|260&4|2108&5|3019&4|1784&5|272&3|2395&5|1446&4|2078&4;149&3|538&3|2716&3|1735&3|3459&1|149&3|346&3|724&3|218&4|917&3;272&3|2437&3|1073&5|2348&2|260&4|2108&5|3019&4|1784&5|272&3|2395&5|1446&4|2078&4|149&3|538&3|2716&3|1735&3|3459&1|149&3|346&3|724&3|218&4|917&3
318&5|588&3|1881&3|589&4|1943&4|2023&2|910&5|1992&2|589&4|2338&1|2268&4|550&3;736&4|1968&4|543&5|2987&5|2006&3|1291&5|3549&5|2125&4|2395&4|3897&4;318&5|588&3|1881&3|589&4|1943&4|2023&2|910&5|1992&2|589&4|2338&1|2268&4|550&3|736&4|1968&4|543&5|2987&5|2006&3|1291&5|3549&5|2125&4|2395&4|3897&4
2692&5|1513&4|1589&3|1513&4|1094&4|47&4|3252&4|3326&1|2710&3|3287&1|3174&4|555&5;1093&2|539&3|316&2|407&1|1370&2|786&1|1614&3|407&1|539&3|2442&4;2692&5|1513&4|1589&3|1513&4|1094&4|47&4|3252&4|3326&1|2710&3|3287&1|3174&4|555&5|1093&2|539&3|316&2|407&1|1370&2|786&1|1614&3|407&1|539&3|2442&4
2291&5|480&5|1259&4|3512&5|2791&2|342&5|260&3|3753&5|3897&4|539&4|1210&4|3565&5;3326&4|3273&4|3785&1|3326&4|1296&5|3326&4|590&5|3301&4|1296&5|3326&4;2291&5|480&5|1259&4|3512&5|2791&2|342&5|260&3|3753&5|3897&4|539&4|1210&4|3565&5|3326&4|3273&4|3785&1|3326&4|1296&5|3326&4|590&5|3301&4|1296&5|3326&4
2796&4|1210&4|3361&5|2918&4|1197&5|2797&4|2815&4|2401&3|2918&4|3527&4|1270&4|2000&4;3120&2|2302&2|708&4|2502&5|1042&4|2502&5|3809&4|3809&4|1476&4|2302&2;2796&4|1210&4|3361&5|2918&4|1197&5|2797&4|2815&4|2401&3|2918&4|3527&4|1270&4|2000&4|3120&2|2302&2|708&4|2502&5|1042&4|2502&5|3809&4|3809&4|1476&4|2302&2
920&1|653&3|1240&3|1488&1|2193&1|3267&4|1291&4|44&3|1616&4|2947&3|3926&3|377&4;551&4|594&4|172&2|227&3|405&1|1019&4|1035&5|2965&3|2081&5|595&5;920&1|653&3|1240&3|1488&1|2193&1|3267&4|1291&4|44&3|1616&4|2947&3|3926&3|377&4|551&4|594&4|172&2|227&3|405&1|1019&4|1035&5|2965&3|2081&5|595&5
1269&3|1200&4|1206&4|3702&4|924&5|589&5|1214&4|1200&4|1200&4|260&3|924&5|1210&3;930&5|1267&5|1267&5|1267&5|3435&5|1334&5|1334&5|1267&5|1334&5|3435&5;1269&3|1200&4|1206&4|3702&4|924&5|589&5|1214&4|1200&4|1200&4|260&3|924&5|1210&3|930&5|1267&5|1267&5|1267&5|3435&5|1334&5|1334&5|1267&5|1334&5|3435&5
1213&5|2012&3|707&4|2921&4|3467&5|2012&3|368&3|733&3|1252&4|1610&4|1617&3|2278&4;1202&1|2683&2|2702&4|1079&5|1202&1|2395&4|1202&1|3578&3|2826&4|1285&1;1213&5|2012&3|707&4|2921&4|3467&5|2012&3|368&3|733&3|1252&4|1610&4|1617&3|2278&4|1202&1|2683&2|2702&4|1079&5|1202&1|2395&4|1202&1|3578&3|2826&4|1285&1
2091&3|858&5|589&3|474&4|608&5|457&3|457&3|1198&4|1092&3|589&3|3361&3|2687&4;527&5|2802&5|1172&5|2802&5|2324&4|2802&5|1172&5|2802&5|527&5|2324&4;2091&3|858&5|589&3|474&4|608&5|457&3|457&3|1198&4|1092&3|589&3|3361&3|2687&4|527&5|2802&5|1172&5|2802&5|2324&4|2802&5|1172&5|2802&5|527&5|2324&4
3819&4|1912&5|3819&4|3633&3|1968&3|3702&4|1356&4|293&4|3703&3|2571&5|3578&5|293&4;379&4|2613&4|316&3|2613&4|379&4|2616&4|780&3|2405&4|2115&3|170&3;3819&4|1912&5|3819&4|3633&3|1968&3|3702&4|1356&4|293&4|3703&3|2571&5|3578&5|293&4|379&4|2613&4|316&3|2613&4|379&4|2616&4|780&3|2405&4|2115&3|170&3
14&3|2099&4|2262&3|2928&3|2657&4|3421&4|518&3|2022&2|273&4|242&2|16&5|2764&5;1476&4|1247&5|1798&4|742&3|3244&3|1476&4|440&3|3489&2|1177&3|535&5;14&3|2099&4|2262&3|2928&3|2657&4|3421&4|518&3|2022&2|273&4|242&2|16&5|2764&5|1476&4|1247&5|1798&4|742&3|3244&3|1476&4|440&3|3489&2|1177&3|535&5
1022&5|2174&5|3771&3|2065&4|2517&4|2322&4|3210&4|2028&5|1127&5|1339&4|1029&4|3210&4;1994&5|1272&5|1204&5|2160&3|1584&5|2067&5|377&5|3927&5|2291&4|442&4;1022&5|2174&5|3771&3|2065&4|2517&4|2322&4|3210&4|2028&5|1127&5|1339&4|1029&4|3210&4|1994&5|1272&5|1204&5|2160&3|1584&5|2067&5|377&5|3927&5|2291&4|442&4
1009&3|2143&4|1722&1|1203&4|318&5|653&4|318&5|1009&3|2&2|2028&5|260&5|1270&3;1617&4|2762&5|50&5|527&4|2762&5|1198&5|2762&5|2762&5|1233&5|50&5;1009&3|2143&4|1722&1|1203&4|318&5|653&4|318&5|1009&3|2&2|2028&5|260&5|1270&3|1617&4|2762&5|50&5|527&4|2762&5|1198&5|2762&5|2762&5|1233&5|50&5
1193&4|6&4|1256&4|1303&3|593&5|3238&1|1221&4|3095&4|3238&1|527&5|1228&4|3386&3;25&4|25&4|904&5|2728&4|25&4|904&5|2728&4|904&5|1196&4|25&4;1193&4|6&4|1256&4|1303&3|593&5|3238&1|1221&4|3095&4|3238&1|527&5|1228&4|3386&3|25&4|25&4|904&5|2728&4|25&4|904&5|2728&4|904&5|1196&4|25&4
