item_id;vectors
798;0.29638302|-0.4909286|-0.18214782|0.22825615|0.07199459|-0.64388347|0.619745|0.033139065|-0.23107816|0.18615855|0.20913309|-0.04226003|0.35114792|0.5514596|0.57462275|-0.18437561|0.22656935|0.34358644|-0.24213494|0.41762245|0.33249122|-0.09953065|-0.71060485|0.54375696|0.017671265|-0.43185037|0.47545195|-0.34207729|-0.19808748|0.08802529|-0.37330705|-0.5375302|-0.5223419|0.24439804|-0.42827293|-0.44481742|0.38161844|-0.20600715|-0.24196509|0.018232748|-0.21150993|0.2978371|-0.23266785|0.22493911|-0.18641299|-0.23117812|-0.49787104|0.063371|0.23340073|0.13235918|0.55945003|0.4086008|0.4505695|0.120689526|0.5241613|-0.38704795|0.2776071|-0.4251179|-0.16864884|0.56578374|-0.2757483|0.3878893|-0.39507702|0.21969487|0.027482584|-0.30787748|-0.43549|0.1152229|0.26339883|-0.07119989|-0.3333901|-0.5287023|0.3182635|0.0016283924|0.28437278|0.28609195|0.37005925|-0.36986795|0.0038271248|0.121536486|-0.03377423|-0.41493487|-0.34282103|-0.3373322|0.39674562|-0.20648839|-0.3739471|-0.24128178|0.066812366|0.38726315|0.052185565|-0.07136375|-0.08712821|0.24751182|-0.011299878|-0.27416006|-0.3523313|0.24647824|-0.31501937|-0.6005643
799;0.43418136|-0.4052454|-0.31682104|0.18436822|-0.11442752|-0.30342913|0.39562628|0.28801352|-0.38355586|0.091660246|0.20086518|0.20664707|0.3608294|0.42905805|0.4059448|-0.005004294|0.10459855|0.41631857|-0.3062949|0.71923256|0.45516303|-0.14180137|-0.49200046|0.57659507|-0.02956897|-0.38745728|0.41051516|-0.34468782|-0.44879293|0.17170016|-0.3061583|-0.51584136|-0.38096994|0.29423088|-0.5176882|-0.51908624|0.5086073|-0.17745295|-0.19127122|0.556484|-0.12223557|0.43801463|-0.4365127|0.13709116|-0.368267|-0.40395036|-0.20127714|0.38736477|0.048964143|0.11969625|0.4039144|0.213436|0.5581613|-0.009146944|0.6252684|-0.61750257|0.42404667|-0.2976063|-0.39433074|0.48501578|-0.58063275|0.43272117|-0.29754075|0.08368844|0.07933506|-0.37101972|-0.6433935|0.19635472|0.22561397|-0.027019128|-0.4355235|-0.46906877|-0.0050127655|0.055282865|0.15771241|0.29739615|0.22593147|-0.26752603|-0.24602258|0.057832498|0.043019712|-0.14507075|-0.31608215|-0.4717286|0.35744014|-0.23424184|-0.29734135|-0.30537292|0.11493712|0.43829805|0.13749433|-0.036602065|-0.11545298|0.2621347|0.17574696|-0.19575998|-0.27036506|0.29655427|-0.2810095|-0.43731332
800;0.35431707|-0.3392772|-0.3118456|0.24947722|-0.07471654|-0.5199379|0.5965117|0.1896562|-0.22585389|0.40475017|0.31849495|-0.031282075|0.42148855|0.48383874|0.4252584|-0.17014334|0.45021427|0.2467517|-0.36014923|0.5233064|0.19390318|-0.31288472|-0.58165365|0.43921748|-0.09768852|-0.3163972|0.45640603|-0.40942326|-0.22601868|0.2348144|-0.2002112|-0.3485061|-0.4900908|0.32901144|-0.59354454|-0.28691438|0.41879907|-0.3289336|-0.31505674|0.1196143|-0.11874963|0.49220815|-0.19322725|0.31412834|-0.22810562|-0.24212173|-0.47628984|0.2659161|0.28221858|0.20789869|0.52979124|0.1956544|0.48178142|0.047261022|0.4439649|-0.52473134|0.45994994|-0.688155|-0.29573774|0.5658393|-0.35001373|0.33852452|-0.49090448|0.30894744|0.05620085|-0.36907777|-0.53146106|0.08742172|0.28038034|-0.078899786|-0.3875448|-0.48557374|0.26568222|0.08475071|0.14131881|0.58368045|0.35754997|-0.29495722|-0.14276062|0.13291311|-0.050458662|-0.33497572|-0.48726395|-0.3532841|0.3068885|-0.26287898|-0.29219997|-0.1892345|0.07759073|0.37867755|0.014619492|-0.038469978|-0.107376665|0.32426274|0.033794887|-0.43620604|-0.42952302|0.11973931|-0.32311|-0.5201634
801;0.37392738|-0.4040343|-0.325935|0.06240067|-0.06917828|-0.3360955|0.60764086|0.24057502|-0.4001878|0.14768448|0.30496553|0.011659335|0.28328484|0.5112646|0.36351436|-0.3269011|0.44186223|0.02430202|-0.33394337|0.27842692|0.273358|-0.25174493|-0.4986999|0.50136083|-0.09451826|-0.24351607|0.30594105|-0.57802945|-0.23499382|0.2586853|-0.23392189|-0.38352954|-0.4882914|0.30070126|-0.42118704|-0.41102332|0.49563158|-0.26026717|-0.35626602|0.266677|-0.3310362|0.26982367|-0.47476456|0.3354428|-0.31649885|-0.38885826|-0.39608043|0.30640036|0.19059493|0.32984456|0.4639311|0.3472154|0.42082706|0.22133148|0.398206|-0.33248746|0.293829|-0.6013163|-0.2728578|0.50919384|-0.37650996|0.12851949|-0.22825582|0.21007288|0.19158812|-0.21985|-0.33385357|0.17098996|0.20692928|0.08389667|-0.5050936|-0.29661402|0.3953358|0.15603828|0.24267794|0.537287|0.27593067|-0.28372896|-0.3237263|-0.013189368|-0.14464527|-0.3429339|-0.39775994|-0.33439967|0.30192217|-0.3726768|-0.26459712|-0.21888685|0.12366085|0.5520211|0.13122466|-0.051716384|-0.23357654|0.3372584|0.13411872|-0.31440833|-0.41535896|0.2870694|-0.39329764|-0.49476844
802;0.25381938|-0.4946009|-0.2843976|0.26526698|-0.023512315|-0.37015945|0.49671006|0.082445025|-0.11864504|0.31145635|0.38030845|0.099637486|0.54062736|0.582238|0.49347576|-0.006576188|0.47982472|0.37259007|-0.2596779|0.49585718|0.44930995|-0.21251675|-0.621837|0.4252886|0.007504575|-0.25726324|0.32296014|-0.3438683|-0.25384834|0.3296507|-0.30460805|-0.3714884|-0.5625776|0.1808866|-0.34622368|-0.48326302|0.2252145|-0.13097222|-0.15197515|0.14288689|-0.4850831|0.36622322|-0.32660317|0.2305747|-0.257022|-0.30148032|-0.4845389|0.3124109|0.22944576|0.07275829|0.42854106|0.16817631|0.6158629|0.0811497|0.6249949|-0.43289268|0.33467743|-0.4674266|-0.30897632|0.6207793|-0.44936833|0.26820815|-0.36073893|0.2300556|0.035294905|-0.26300442|-0.549201|0.120239325|0.22429998|-0.09420875|-0.46081555|-0.60994816|0.2567498|-0.18054055|0.073275685|0.42030537|0.39659256|-0.53456175|-0.11827571|-0.09595385|-0.007346086|-0.39907297|-0.38723248|-0.35285598|0.3302451|-0.23524298|-0.42654237|-0.28263286|-0.0031950816|0.53168356|0.14527461|0.020402588|-0.22058155|0.41724792|0.10509799|-0.44640684|-0.35726276|0.3507117|-0.13061456|-0.54307055
803;0.61998576|-0.33542302|-0.3543304|0.11311126|-0.022496905|-0.32272592|0.5931604|0.0864371|-0.35217702|-0.017914176|0.36542103|0.16603822|0.36355618|0.47277838|0.4136634|-0.17686093|0.37598643|0.19906136|-0.3582133|0.44555783|0.14957331|-0.30099386|-0.49064812|0.3088103|-0.10300026|-0.4312898|0.511971|-0.3736298|-0.36776602|0.32717466|-0.18840635|-0.39686322|-0.49045733|0.14014228|-0.42460468|-0.345422|0.37982592|-0.19004592|-0.37115607|0.25899348|-0.26242045|0.3821273|-0.35739633|0.30964506|-0.15886053|-0.4337777|-0.46392685|0.29477894|0.46472573|0.29620036|0.683072|0.22456023|0.5541811|0.07567365|0.4309434|-0.5449947|0.49105766|-0.38224614|-0.22736517|0.46508068|-0.625664|0.27843097|-0.35142797|0.18368605|0.06634679|-0.3198152|-0.36963218|0.0982655|0.3185371|-0.17669514|-0.36586854|-0.44880572|0.2936889|0.028660953|0.3106369|0.5223841|0.33720446|-0.2545053|-0.20955859|0.17491308|-0.12424096|-0.2543177|-0.3404332|-0.20568755|0.3750481|-0.15537153|-0.31758818|-0.27246368|0.05782405|0.38412964|0.16628459|-0.1911991|-0.1663804|0.2013801|0.26407853|-0.350684|-0.37851655|0.27090424|-0.27213877|-0.47673374
804;0.36662576|-0.42747223|-0.17985004|0.1622523|-0.100023344|-0.4005602|0.6640351|0.10444979|-0.4893304|0.229008|0.39571825|-0.032039285|0.4727052|0.5501058|0.59737515|0.031445183|0.46135873|0.01700361|-0.3152765|0.6776043|0.25029325|-0.31404188|-0.32629472|0.2945139|-0.25371015|-0.38679537|0.5123321|-0.467312|-0.24376135|0.18345411|-0.19461794|-0.3792606|-0.42675683|0.28701416|-0.38897347|-0.48286068|0.31846666|-0.22889265|-0.27795509|0.25887585|-0.29061997|0.5191629|-0.28572822|0.07735835|-0.27059966|-0.2719127|-0.4863559|0.2416363|0.28782576|0.17733014|0.6820545|0.24844295|0.48135474|0.15062499|0.41747975|-0.36467046|0.37929973|-0.4419266|-0.106305644|0.5873732|-0.46707657|0.3544547|-0.45656198|0.16556704|0.18523027|-0.27271342|-0.3631068|0.14741881|0.25088206|0.0007755235|-0.44660297|-0.49536368|0.3275383|-0.067858875|0.056209043|0.5152541|0.3253416|-0.23262712|-0.098140836|-0.026541531|-0.024025988|-0.29434004|-0.2766678|-0.33300224|0.35965958|-0.1220219|-0.2653381|-0.12029773|0.09991114|0.4604167|0.27997607|-0.093355134|-0.095994145|0.09742996|0.24654707|-0.26974082|-0.39264646|0.2064312|-0.1922147|-0.33676112
805;0.45851633|-0.37591755|-0.5242476|0.3934608|0.011459973|-0.4067222|0.600571|-0.118998945|-0.2471758|0.31647742|0.5097034|0.09773048|0.31178957|0.2860524|0.7911531|-0.21149457|0.57026446|0.3199105|-0.1312092|0.23687994|0.12017609|-0.23722866|-0.32259852|0.41201088|-0.21420994|-0.20290357|0.70311314|-0.54708916|-0.30265546|0.3264403|-0.17398304|-0.30325437|-0.46599835|0.21617708|-0.282114|-0.44222975|0.59851474|-0.34831223|-0.19178495|0.37271821|-0.21961287|0.49144354|-0.4708054|0.38079286|-0.0347068|-0.44746834|-0.36088657|0.4954871|0.21134484|0.1354578|0.46971744|0.24208865|0.43667564|-0.062163338|0.25801486|-0.73996294|0.30931935|-0.21839032|-0.4573183|0.2444214|-0.5408811|0.3574792|-0.34393674|0.39050916|0.032604124|-0.54982877|-0.57764757|-0.047383025|0.29750162|0.095007315|-0.4976188|-0.55357206|0.11973907|0.029741284|-0.01643233|0.25658232|0.5131801|-0.27223152|-0.2606586|-0.18200946|-0.33404514|-0.30002463|-0.2900141|-0.25963873|0.30760965|0.089125335|-0.2773028|-0.47424078|0.30590755|0.25176352|-0.22759557|-0.41725445|-0.28795004|0.48873347|0.16987665|-0.51718223|-0.61087364|0.12648728|-0.09971614|-0.54815674
806;0.4324415|-0.2689148|-0.27582014|0.19703066|-0.03856689|-0.37449846|0.57636654|0.08097454|-0.29912183|0.19546695|0.2123579|0.14006355|0.5582646|0.56129694|0.4134185|-0.07978244|0.4992221|0.13128388|-0.13301553|0.49717027|0.21441308|-0.3778673|-0.43079397|0.3353799|-0.20749266|-0.3531874|0.5287775|-0.20819166|-0.19627382|0.40818736|-0.24187486|-0.32426843|-0.3564648|0.10910003|-0.31821898|-0.3601226|0.24945164|-0.2913834|-0.18372235|0.3647011|-0.39143935|0.61081237|-0.401573|0.17508045|-0.25596094|-0.27813414|-0.4005974|0.22618513|0.21242443|0.23017332|0.462504|0.26147908|0.42546478|0.16945563|0.5676432|-0.4959238|0.51866364|-0.50628835|-0.25261292|0.4637238|-0.6524627|0.39242798|-0.4777091|0.08632608|0.13478798|-0.27636442|-0.32030082|0.12219477|0.38074183|-0.030488484|-0.36305115|-0.40003604|0.10032438|-0.04285473|0.3232183|0.46571684|0.18285722|-0.30432954|-0.16117701|0.012019509|-0.096858114|-0.29988712|-0.48916608|-0.28256163|0.40424308|-0.2819229|-0.38198444|-0.29582003|0.08035098|0.43591955|0.052885607|-0.12345494|-0.14667937|0.3707187|0.23914464|-0.29730555|-0.2917361|0.2743239|-0.17809343|-0.48409256
807;0.42813352|-0.26918435|-0.40228888|0.42716795|0.06710634|-0.13353446|0.67164636|0.20543008|-0.22362635|0.24879868|0.41320077|0.18943718|0.4093462|0.2927352|0.3025893|-0.090000845|0.33983538|0.15030307|-0.28858113|0.42823544|0.19016469|-0.13367772|-0.6419808|0.29057795|-0.07020961|-0.39870042|0.48888418|-0.42964968|-0.4046196|0.10877144|0.054536328|-0.24129146|-0.46758416|0.12892915|-0.38768047|-0.015370846|0.39689356|-0.19643453|-0.20573567|0.29323965|-0.05338946|0.31079778|-0.22237599|0.2715228|-0.29839408|-0.24463555|-0.42654663|0.13014509|0.37246233|0.32476312|0.78845066|0.09096645|0.6059924|0.21408617|0.52473944|-0.78953326|0.28816187|-0.51900005|-0.41849428|0.46615115|-0.5125988|0.4369217|-0.3250727|0.14685987|0.029763691|-0.21503004|-0.5503883|-0.022431985|0.24344936|-0.08000733|-0.32679456|-0.51635176|0.27611145|0.048231002|0.32852858|0.58029693|0.30712885|-0.27615312|0.057126462|0.17853376|-0.22494328|-0.29784513|-0.5048854|-0.30023634|0.28833455|-0.016626522|-0.2420589|-0.23216164|0.12757282|0.34787816|-0.13295034|-0.10716973|-0.32733363|0.36021167|0.1716725|-0.3674827|-0.38593405|0.39296907|-0.28423214|-0.37314886
808;0.3941752|-0.5758311|-0.35847586|0.21182272|0.09695259|-0.20688687|0.69219565|-0.106091976|-0.21421573|0.16768149|0.24800932|-0.07502746|0.3467819|0.36882764|0.3258652|-0.1003987|0.2720253|0.32825106|-0.26931587|0.63020146|0.35427332|-0.19097047|-0.66403806|0.5359553|-0.10236071|-0.3599753|0.5274147|-0.5923699|-0.35358578|0.34204072|-0.17954054|-0.5650064|-0.32238847|0.03618209|-0.44466493|-0.41565764|0.25288254|-0.14144903|-0.29808974|0.20054604|-0.118147165|0.16802546|-0.3386278|0.1290623|-0.16700517|-0.37246475|-0.46442926|0.28433135|0.3753879|-0.032018512|0.51098776|0.24341804|0.5675899|0.14747307|0.44417295|-0.65625244|0.42098826|-0.24901146|-0.15315142|0.4821119|-0.5406464|0.25359398|-0.39276314|0.18231818|0.03580735|-0.08454493|-0.25615585|0.13693972|0.24043566|0.069466665|-0.49219525|-0.5717584|0.28835166|-0.08215524|-0.07222167|0.4738334|0.04994026|-0.27759767|-0.10109216|-0.09674592|-0.28427422|-0.27488345|-0.3898533|-0.37779748|0.28114086|-0.120455354|-0.36359414|-0.3854617|-0.025275426|0.4475077|0.006547801|-0.05315256|-0.19833949|0.2780913|0.1415807|-0.37332386|-0.3569051|0.35394046|-0.24817161|-0.5545374
809;0.28937694|-0.45329034|-0.25110173|0.22225876|0.06147108|-0.32044163|0.632893|0.1447351|-0.35719338|0.27019566|0.26817054|-0.00034388155|0.4251673|0.3383474|0.58475125|-0.09368598|0.5904455|0.32898998|-0.02923122|0.51363415|0.24765173|-0.31577545|-0.5248863|0.40081394|-0.241701|-0.22036618|0.4309929|-0.38213107|-0.4906091|0.4080367|-0.273694|-0.42203826|-0.5706612|0.18854943|-0.33247912|-0.5339271|0.34451738|-0.25595385|-0.340193|0.14056009|-0.30025077|0.5419953|-0.20618428|0.19143519|-0.26258072|-0.48614872|-0.57420987|0.34192902|0.34306616|0.060516343|0.3630618|0.21080428|0.4347847|0.012448981|0.37246853|-0.4130056|0.36493984|-0.25993297|-0.36063102|0.54793304|-0.606371|0.3659727|-0.45040622|0.22660097|0.05794666|-0.4476025|-0.38620934|0.22242378|0.3782833|-0.07234719|-0.44056594|-0.56537724|0.07040645|-0.09066372|0.14647084|0.5367212|0.3415409|-0.37957102|-0.3776497|0.12049158|0.1009774|-0.36866173|-0.20564695|-0.34184268|0.3659677|-0.31838387|-0.38365406|-0.28999364|-0.010261696|0.38370755|0.045715235|-0.088068925|-0.13530686|0.49578822|0.28923127|-0.372463|-0.4172823|0.2241769|-0.29425836|-0.49580687
810;0.6011904|-0.41068253|-0.35973406|0.122039355|-0.07054081|-0.22940037|0.7414796|0.10142424|-0.20914726|0.032026872|0.15001296|-0.038554072|0.2799726|0.52064884|0.416986|0.07354427|0.20696282|0.19774301|-0.2216506|0.36949337|0.23622851|-0.0800793|-0.41330206|0.3105105|-0.029035643|-0.16515614|0.10643837|-0.5153378|-0.16751975|0.3028069|-0.1126303|-0.4928721|-0.4577974|0.036930427|-0.42110786|-0.5012763|0.46469313|-0.25362986|-0.082629025|0.30224204|-0.34225607|0.443073|-0.41191503|-0.0050813556|-0.04919347|-0.20636754|-0.4402103|0.31187162|0.24541757|0.3478225|0.27549535|0.24294224|0.46914566|-0.022672504|0.25779596|-0.4153645|0.12031385|-0.4484278|-0.2832678|0.46962297|-0.45455754|0.35533324|-0.45001763|0.21600698|0.04886156|-0.18170086|-0.5606945|0.31413758|0.39881557|-0.0924671|-0.3780723|-0.45231214|0.17559898|-0.24796055|0.118394285|0.2981619|0.35365084|-0.21287362|-0.42719823|0.011219993|-0.23336875|-0.31814978|-0.31028986|-0.37810585|0.30789113|-0.1883322|-0.56554824|-0.38801545|-0.15685618|0.3228975|0.081350714|-0.007002946|-0.27867618|0.31730103|0.2968059|-0.34884986|-0.3084231|0.14278704|-0.35865688|-0.41292718
811;0.49045527|-0.3103357|-0.3356239|0.026022926|0.0011298135|-0.25432724|0.8476037|0.15254427|-0.3049351|0.14441714|0.24631351|0.066067025|0.16243178|0.4619897|0.6184755|-0.19186684|0.25280243|0.41039294|-0.1981886|0.63961387|0.106451124|-0.28011245|-0.5597534|0.31476313|-0.015888527|-0.27941626|0.46596503|-0.56205773|-0.47084478|0.23150787|-0.29155618|-0.7251699|-0.4086108|0.21057005|-0.50448734|-0.7968199|0.33651552|-0.30779952|-0.31044438|-0.015679225|-0.6012044|0.7728259|-0.3508463|0.22107115|-0.10405255|-0.30665478|-0.5762596|0.45972574|0.32633638|0.122813344|0.658986|0.55926716|0.52796257|0.18267053|0.41983896|-0.55416954|0.35427076|-0.2005262|-0.26577845|0.5817477|-0.63473344|0.26331282|-0.45715076|0.32613665|0.28087518|-0.3212565|-0.5491798|0.2474051|0.552426|-0.15279266|-0.58008295|-0.6755147|0.25536343|-0.19107509|0.21352911|0.36455|0.6756525|-0.4493556|-0.5098294|-0.040523283|-0.020779628|-0.34661624|-0.5733135|-0.35713378|0.427458|-0.07544099|-0.53141165|-0.29337412|-0.0030644727|0.8657806|0.073886245|0.22156057|-0.282727|0.20116076|0.37584653|-0.4509021|-0.35705364|0.20182712|-0.058012262|-0.42337865
812;0.63185537|-0.5430021|-0.5436647|0.21391541|0.123985246|-0.27936918|0.5788483|0.27440357|-0.9216585|0.23092881|0.3160981|0.14342704|0.28054744|0.7758308|0.3684331|-0.20755067|0.24755472|0.02065815|-0.55960715|0.84957373|0.5773418|-0.6866858|-0.2917179|0.6986789|-0.08067344|-0.51248336|0.61803675|-0.6715876|-0.1314498|0.65048397|-0.10124635|-0.8077122|-0.63814163|0.26194042|-0.6261484|-0.393168|0.5700566|-0.32041073|-0.36297286|0.4630584|-0.26324117|-0.0023131967|-0.17747627|-0.011565074|-0.18137237|-0.2848805|-0.2657388|0.44367296|0.12699701|0.07623518|0.28457782|0.2595897|0.45653647|0.36863297|0.6260096|-0.72812754|0.58295643|-0.16121298|-0.14785671|0.8476762|-0.44201124|-0.048713803|-0.037351012|0.75218385|0.18081185|-0.22981262|-0.22276746|-0.01348649|0.21601361|-0.14709136|-0.4182027|-0.5558577|-0.004652247|0.2368538|-0.18159121|0.18165633|0.59525454|-0.015092403|-0.3105414|-0.25160673|-0.06109934|-0.19846803|-0.30760556|-0.22988361|0.6400806|-0.78485394|-0.29639578|-0.47649705|-0.31278446|0.00068855286|0.038672596|-0.22293693|0.1938963|0.05016157|0.12500285|-0.34265313|-0.6081729|0.37888137|-0.44783008|-0.27577943
813;0.37035578|-0.35451984|-0.3981737|0.3706789|-0.028118009|-0.45438623|0.7045506|0.07351617|-0.3756046|0.18665327|0.3035947|-0.021894474|0.38882115|0.53671145|0.5539846|-0.044023085|0.33784902|0.2054666|-0.26871714|0.49586764|0.31430086|-0.3319953|-0.42147985|0.4012655|-0.13205032|-0.2920945|0.5068889|-0.43364576|-0.33237565|0.3031893|-0.14491653|-0.4063999|-0.48752135|0.12589633|-0.35197622|-0.39328557|0.27141586|-0.30555496|-0.17377472|0.29000938|-0.3289472|0.4738586|-0.3362922|0.20884083|-0.20227389|-0.38137275|-0.5070296|0.3233064|0.26572254|0.052591875|0.46765625|0.23223253|0.38533348|0.12748171|0.36951658|-0.4332899|0.36727726|-0.43770468|-0.33903778|0.44573313|-0.46734798|0.37819505|-0.30553383|0.17682359|0.040585194|-0.34933358|-0.36286467|0.15711054|0.34525356|-0.062184643|-0.419029|-0.50103414|0.29193228|-0.026119905|0.13890445|0.54179543|0.34670028|-0.30768237|-0.08127019|-0.0040700436|-0.07368397|-0.29611206|-0.37643495|-0.44724134|0.41976783|-0.26080617|-0.4030365|-0.30164862|0.14000568|0.47874793|0.070042446|-0.038032606|-0.21644333|0.30655885|0.1785439|-0.3421074|-0.4554831|0.20983472|-0.2254205|-0.48963916
814;0.48566744|-0.5615158|0.14333454|-0.06330204|-0.03308855|-0.3770726|0.25909588|-0.090366796|-0.25205076|0.22828567|0.5002221|0.29488036|0.15934242|0.69766754|0.73596036|-0.27098072|0.24228625|0.5575828|-0.0151308775|0.19696316|0.6202997|-0.20094231|-0.70760703|0.5436077|-0.4424378|-0.23265034|0.45463786|-0.67714834|0.332526|0.3823011|-0.58083457|-0.1982354|-0.17043427|0.2761498|-0.23292778|-0.5480901|0.43783915|0.020785362|-0.28090245|0.42386037|-0.41783375|0.47519362|-0.7518357|0.16923206|-0.10944784|-0.20963214|-0.4155581|0.38209203|0.4124727|0.2541867|0.517022|0.059361473|0.19746146|0.12452187|-0.0014873445|-0.24840795|0.20842703|-0.3108762|-0.73251843|0.43833023|-0.71599895|0.19634944|-0.4033913|0.14953269|0.29615933|-0.38695413|-0.45761785|0.3541147|0.05848524|0.34416056|-0.55963767|-0.38227046|0.467116|-0.092048645|-0.24160337|0.41072887|0.5204886|-0.5396006|-0.0866026|-0.07706659|-0.27574944|-0.45741653|-0.31515378|-0.1769586|0.43880898|-0.2896505|-0.43294406|-0.42310405|0.14822635|0.56116515|0.27095863|-0.5078438|-0.22766007|0.28791198|0.24597827|-0.09933683|-0.56118894|0.650193|-0.091139436|-0.595768
815;0.43331403|-0.32715267|-0.3438068|0.21603929|-0.09472427|-0.44365558|0.71999735|0.051874742|-0.33880085|0.4946956|0.31673592|0.23999482|0.56952626|0.49878228|0.54818517|-0.009765662|0.39588454|0.12588674|-0.2939065|0.72709215|0.2795551|-0.41158965|-0.5671451|0.29065353|0.03745521|-0.29830626|0.5186557|-0.47142506|-0.13545656|0.45987952|-0.279572|-0.505564|-0.4707561|0.26928312|-0.4829156|-0.4298898|0.3427537|-0.2036438|-0.40837228|0.24727018|-0.4303894|0.39590555|-0.304939|0.22198221|-0.19878604|-0.26770437|-0.3249827|0.28768525|0.47507|0.16191973|0.48975298|0.27372468|0.5511209|0.1792547|0.42146468|-0.4890856|0.24190362|-0.56915873|-0.33438393|0.7529788|-0.4337011|0.2622086|-0.41184077|0.25556153|0.32502997|-0.30496|-0.5227015|-0.03417179|0.23390317|-0.101017326|-0.43190402|-0.40533766|-0.036869824|0.046794977|0.05630234|0.50986886|0.3507968|-0.32802948|-0.016261786|-0.16151936|-0.18018772|-0.35352036|-0.24075067|-0.21090025|0.47841185|-0.37196958|-0.43066525|-0.28337377|-0.12894765|0.48777765|0.21425201|-0.021102518|-0.22916593|0.33538795|0.3115922|-0.40720823|-0.4317643|0.20890994|-0.32686454|-0.54646146
816;0.41556072|-0.3662925|-0.3733994|0.28146678|-0.025694918|-0.44616786|0.5953936|0.069473244|-0.27639633|0.1405442|0.30715504|-0.027367502|0.3982343|0.52191746|0.4542528|-0.07066641|0.36120003|0.2637664|-0.19315307|0.47771484|0.28056973|-0.29846087|-0.38965952|0.34308213|-0.12851194|-0.26986757|0.54415|-0.38991705|-0.29695356|0.3506928|-0.22853953|-0.43910778|-0.47261232|0.15476021|-0.40860093|-0.40005073|0.24609205|-0.32261163|-0.20138945|0.18867573|-0.30549687|0.44885582|-0.32269394|0.16425559|-0.24804425|-0.311666|-0.4780585|0.26543197|0.36618054|0.06962703|0.55532897|0.26499966|0.46706352|0.19849455|0.3955444|-0.4116779|0.35620055|-0.43071464|-0.26073113|0.4521504|-0.47063047|0.41785622|-0.34997475|0.19080964|0.08602348|-0.3433685|-0.33077472|0.15723805|0.3090535|0.0037600026|-0.41218752|-0.40548658|0.2079767|-0.010576839|0.19140995|0.51643515|0.32174757|-0.28472853|-0.040377706|0.036111135|-0.07076487|-0.27250826|-0.46296263|-0.41116345|0.40988797|-0.22027203|-0.31154948|-0.30761188|0.04720524|0.43129712|0.06324866|-0.06941202|-0.14181057|0.26035607|0.1151218|-0.36707982|-0.3831759|0.26598823|-0.18925117|-0.47892535
817;0.16020572|-0.34854436|-0.033891708|0.23062238|-0.077823|-0.30987623|0.7216952|0.015697494|-0.21681154|0.20101899|0.27871037|-0.19953388|0.32910928|0.2681439|0.47387266|-0.13781819|0.5610753|0.34312165|-0.0871941|0.5562423|0.37003982|-0.46066338|-0.35787684|0.28595585|-0.07751109|-0.2869372|0.4761749|-0.45450106|-0.4948969|0.3383317|-0.37414068|-0.5694045|-0.40395802|0.072218105|-0.38404432|-0.46425962|0.26848143|-0.33958173|-0.47020328|0.13718522|-0.24298806|0.640816|-0.5213655|0.22174926|-0.19792056|-0.4381062|-0.4071289|0.35197732|0.31223145|-0.1137391|0.39215407|0.2505893|0.5604296|0.085014254|0.49995056|-0.5820127|0.44234487|-0.0450131|-0.15211475|0.5848938|-0.6307335|0.17870288|-0.4438764|0.009320602|-0.02903777|-0.14821981|-0.48751515|0.2300751|0.3860298|-0.2156918|-0.38046128|-0.25118566|-0.018865496|-0.3294151|-0.024419561|0.37133473|0.13169752|-0.40992552|-0.5680511|-0.058531456|-0.04929344|-0.43338117|-0.22231466|-0.2237629|0.42958727|-0.18842763|-0.4498142|-0.09043476|0.13009615|0.59884846|0.07404669|0.08941316|-0.3759836|-0.05370915|0.1744523|-0.26549745|-0.37556863|0.06308259|-0.26787814|-0.42894813
818;0.46509194|-0.55268276|-0.2539277|0.16752829|-0.16298021|-0.3656269|0.6875383|0.17971198|-0.4376691|0.35963506|0.42198533|-0.13738689|0.43288016|0.3997321|0.41992572|-0.16601695|0.37963444|0.008435443|-0.41824377|0.6384615|0.1553386|-0.42973447|-0.41262576|0.22307779|-0.16955943|-0.6005366|0.38807368|-0.45504165|-0.46252787|0.2955203|-0.0688228|-0.43636176|-0.5111213|-0.12481634|-0.26443595|-0.23657772|0.37497592|-0.3125255|-0.27188405|0.3746146|-0.13356754|0.16607463|-0.30445522|0.11060845|0.017811343|-0.5777733|-0.3877331|0.40870947|0.09837404|0.22328974|0.20437929|0.35398793|0.40844172|0.009951353|0.7175498|-0.38925686|0.20552535|-0.44823933|-0.06023769|0.63625294|-0.62685406|0.10155125|-0.056023777|0.13950844|0.14476898|-0.25564763|-0.17984214|0.13082445|0.50610316|-0.21699403|-0.43219277|-0.49690008|0.18360502|0.336796|0.052364618|0.4337635|0.2412917|-0.12917608|0.12173246|-0.0041550957|0.30517906|-0.12667881|-0.41728425|-0.49021357|0.20016307|-0.3506547|-0.14369546|-0.3648828|-0.20241418|0.39058104|0.0043426454|-0.026260942|-0.19692999|0.6036233|0.16583163|-0.5554277|-0.33671248|0.24787813|-0.34002745|-0.56346935
