item_id;vectors
981;-0.45165232|-0.41685635|0.10372941|-0.49174988|-0.54513747|-0.40929142|0.38527066|-0.22697382|-0.3685611|0.48977414|0.53911793|0.56653714|-0.31479472|0.38280764|0.5610641|-0.19674045|0.23689884|0.08479826|0.51461256|0.38901144|0.36646575|-0.3060222|-0.2645403|-0.40527797|-0.43538842|0.5435548|-0.55422795|-0.12842388|0.3552005|-0.4829386|0.2637104|0.4857937|0.42546|-0.44074607|-0.58140886|0.3477311|0.42255032|0.36328134|-0.23505366|0.057428554|0.09078613|-0.21511018|0.35530356|-0.42568392|-0.44820338|0.12801063|-0.19975394|-0.42561653|-0.31738394|-0.39638966|0.4333604|-0.26897383|0.04883467|-0.4162405|-0.5196776|0.09239052|0.30465513|0.19980037|0.4775032|0.4511268|-0.12935783|-0.55108136|0.097857065|0.66351086|-0.38720226|0.32594112|0.23419154|-0.16274428|0.5279449|0.20809668|0.3064307|0.23892891|-0.35266045|-0.046099126|0.41936907|0.072232604|0.25431764|0.41851553|0.5794691|-0.105566256|0.31806368|-0.384575|-0.6745555|-0.32224867|-0.40286463|0.23884563|-0.35445762|0.26328748|0.39128223|0.2432724|0.10353997|0.4445991|0.062075358|-0.4264859|-0.59212685|0.31424797|-0.7549776|0.20153275|0.49859387|0.36524332
982;-0.54668385|-0.2395688|-0.10113129|-0.27665582|-0.40132555|-0.32107946|0.25259995|-0.29953277|-0.5056453|0.40143222|0.39543593|0.33477402|-0.35675907|0.41112164|0.3797736|-0.24310802|0.13831775|0.1322174|0.4612085|0.30624792|0.5015039|-0.37195784|-0.3443234|-0.38613078|-0.46783236|0.5672151|-0.42627758|-0.087694064|0.41920155|-0.53036916|0.3460194|0.483589|0.6370821|-0.28363088|-0.55117303|0.29367033|0.5437742|0.26107132|-0.3186528|0.17059991|0.031168338|-0.26299167|0.33258215|-0.34649763|-0.36143026|-0.15441644|-0.3374389|-0.48186672|-0.21128011|-0.62617755|0.51432836|-0.24172327|-0.16121602|-0.29223457|-0.4368129|0.09034604|0.3924814|0.052452568|0.5483093|0.24257195|0.06456046|-0.5287453|0.10310103|0.3566534|-0.3206213|0.40779775|0.32369527|-0.11408363|0.5162144|0.35561505|0.29873177|0.18678302|-0.2129453|0.27685583|0.3144117|0.44013992|0.079888746|0.40558434|0.43249846|-0.19631599|0.4238478|-0.39670873|-0.63425404|-0.3944775|-0.3758783|0.16673467|-0.4695145|0.20298287|0.4993734|0.30472147|0.031190917|0.38393533|0.097123384|-0.4585108|-0.3590325|0.38870382|-0.57474595|0.28484595|0.37043977|0.21804275
983;-0.4542139|-0.33852124|-0.040843934|-0.35168248|-0.5995043|-0.20041281|0.45375007|-0.28573197|-0.43915808|0.55427176|0.41398713|0.42369798|-0.4456644|0.43483227|0.35187685|-0.21198788|0.21089205|0.18327874|0.38443398|0.32074198|0.50465417|-0.3748111|-0.50397336|-0.4883864|-0.39114493|0.62791675|-0.47904527|-0.20551214|0.40196443|-0.64062077|0.19699532|0.6084629|0.48080817|-0.34872264|-0.4721191|0.31346515|0.5151584|0.47407484|-0.21977766|0.18258885|-0.12724513|-0.3722034|0.3004244|-0.47123677|-0.40434545|0.00025444478|-0.3121702|-0.5815551|-0.40696588|-0.24334742|0.49288467|-0.13955823|-0.008054879|-0.4487228|-0.55521566|-0.14205256|0.3305579|0.033968057|0.5768811|0.39790577|-0.21114558|-0.5163922|0.101649426|0.507738|-0.4665783|0.2819192|0.22914055|0.165581|0.2918952|0.31534404|0.4195672|0.35547504|-0.38655156|0.17811552|0.32656342|0.41120827|0.2067348|0.29354975|0.2562946|-0.095225744|0.47014335|-0.40492824|-0.517913|-0.4654146|-0.5010515|0.19628057|-0.34562153|0.36550283|0.41277382|0.20007278|0.16033459|0.4972637|0.08784814|-0.3149238|-0.45783874|0.52426493|-0.43656904|0.33274144|0.43658137|0.18954217
984;-0.50514174|-0.15644401|0.13718487|-0.3054915|-0.32296622|-0.32450172|0.18147436|-0.2004106|-0.33218592|0.32443216|0.25807357|0.40628406|-0.5460896|0.2400794|0.40371174|-0.25992495|0.311555|0.27782285|0.42979386|0.35378307|0.5064473|-0.34837356|-0.33602569|-0.25510103|-0.5471166|0.4271207|-0.37939084|-0.29048678|0.48717564|-0.49567968|0.32480454|0.42874137|0.37019673|-0.49096364|-0.60655737|0.104554035|0.39475733|0.1527011|-0.22958237|0.2698756|0.124294564|-0.20391077|0.39711937|-0.35049808|-0.4425609|-0.06258037|-0.25387245|-0.48351467|-0.49277478|-0.3897465|0.55989784|-0.34534198|-0.15271012|-0.32762006|-0.5287999|0.3006196|0.3308156|0.05195425|0.5100343|0.20652547|-0.009301443|-0.38207534|0.089222595|0.2835032|-0.34658617|0.17847048|0.25349975|-0.19374475|0.52086794|0.17875655|0.2870838|0.29452726|-0.26845306|0.14271843|0.36551747|0.45378733|-0.024386391|0.31993303|0.43435046|-0.25672555|0.45178962|-0.3361021|-0.64117604|-0.24033812|-0.31671482|0.26104072|-0.42998347|0.2736148|0.40440258|0.08905314|0.084368825|0.5559157|-0.101108834|-0.2577266|-0.41068816|0.40970394|-0.516998|0.35615993|0.4017288|0.24857858
985;-0.5793965|-0.16619991|0.28409877|-0.3220435|-0.3509198|-0.2058975|0.2383948|-0.44332266|-0.35483477|0.48215944|0.37766582|0.31791738|-0.2860328|0.29933363|0.39674973|-0.31991518|0.16440456|0.19134328|0.57141715|0.2630036|0.40793955|-0.43740892|-0.21010245|-0.39160666|-0.29424733|0.34105396|-0.58460754|-0.26844716|0.44046676|-0.6032749|0.49720502|0.56679434|0.5156576|-0.3993837|-0.4829869|0.2624502|0.5394342|0.20190689|-0.14226967|0.2176986|-0.0042052083|-0.23321828|0.55208147|-0.34520802|-0.39968657|-0.01567848|-0.13536951|-0.47665784|-0.5164404|-0.50913817|0.49991068|-0.2649776|-0.2484215|-0.16503383|-0.40072334|0.10482453|0.34999636|0.03964598|0.4268937|0.27411807|-0.13839026|-0.45351174|0.19401467|0.40484813|-0.31050494|0.3787602|0.2941008|0.029019639|0.572151|0.22803351|0.34221116|0.20489283|-0.3574519|0.12115315|0.2995543|0.18908513|0.07993205|0.35336035|0.4576144|-0.21757776|0.4360549|-0.40898055|-0.5775173|-0.10863191|-0.26958457|0.3774722|-0.503105|0.24790742|0.47786826|0.14545722|0.17268147|0.48512208|0.024184946|-0.34904337|-0.52517194|0.35778463|-0.5807007|0.22497511|0.44619963|0.26929078
986;-0.49759862|-0.3228159|-0.03331495|-0.13743354|-0.22776546|-0.2548839|0.23806176|-0.2512429|-0.31263518|0.39036208|0.25508705|0.4805426|-0.2830941|0.3764275|0.50640285|-0.3146928|0.19276884|0.17345843|0.41570672|0.28454903|0.5499995|-0.22641833|-0.38323176|-0.23265432|-0.36340484|0.40040103|-0.4108447|-0.36163974|0.36811423|-0.3962881|0.2557847|0.61676276|0.48690102|-0.29018936|-0.49577582|0.23962274|0.37445867|0.23659852|-0.14917025|0.1141127|0.014526684|-0.40819618|0.3776344|-0.35444298|-0.22941983|-0.21977735|-0.14599945|-0.43414482|-0.34676313|-0.34273928|0.5339549|-0.2131543|0.069976225|-0.41780907|-0.39917994|0.1237566|0.28412887|0.07402885|0.48538983|0.119164005|-0.037815645|-0.5183655|0.041850816|0.20895927|-0.43836424|0.42925945|0.2116583|-0.048018187|0.42513895|0.3856164|0.22768642|0.20755702|-0.37384498|0.16720185|0.32390213|0.3513459|0.0668256|0.3627267|0.39399233|-0.09859977|0.35335395|-0.4230124|-0.6141173|-0.398135|-0.30230984|0.24698067|-0.33726507|0.24095705|0.42945725|0.23237807|0.14323078|0.4663924|-0.05362422|-0.3221298|-0.50684845|0.39246064|-0.6128917|0.22913405|0.47294855|0.42004463
987;-0.66924095|-0.21277994|0.11148523|-0.70660037|-0.60547173|0.15385002|0.11586028|-0.4017203|-0.47274715|0.73800254|0.32433048|0.5457647|-0.4034533|0.21132527|0.5535097|-0.05922374|0.3316893|0.1791817|0.716522|0.21521005|0.49810576|-0.22035028|-0.1378926|-0.461026|-0.43799114|0.5969682|-0.42733285|-0.039257526|0.17338175|-0.28862736|0.29139334|0.6835144|0.49132517|-0.17880702|-0.62226903|0.15042692|0.62037975|0.4329762|-0.13564304|0.10881161|0.10516739|-0.22389887|0.2509913|-0.46053576|-0.33286002|0.026610613|-0.38875443|-0.3610313|-0.27325574|-0.7078019|0.56333214|-0.29287702|0.04567145|-0.35262156|-0.42704663|-0.2909418|0.021295696|0.18238609|0.5951427|0.285262|-0.2305125|-0.28368533|0.17399475|0.37532803|-0.46173435|0.61571836|0.19910519|0.2130859|0.5714004|0.41442728|0.1308912|0.09291897|-0.4290287|0.19740708|0.5923566|0.4013123|0.47848248|0.26501036|0.5751715|0.12930062|0.309559|-0.36378402|-0.72811|-0.28926086|-0.3556296|0.3168524|-0.476565|0.098783866|0.4053629|0.38439733|0.08165807|0.4715696|0.23999827|-0.65079045|-0.53135604|0.4343893|-0.5817615|0.15237972|0.45449454|0.44454816
988;-0.28955603|-0.31320918|-0.18802157|-0.20405988|-0.49468786|-0.47630626|0.24143273|-0.26640892|-0.4471227|0.54103|0.5242638|0.33219427|-0.37873346|0.63260907|0.37590083|-0.27300522|0.3641375|0.2502907|0.38116175|0.3481874|0.6528125|-0.09983176|-0.36315456|-0.42040107|-0.46729434|0.46791014|-0.5813078|-0.06520012|0.51826775|-0.6200096|0.45700786|0.5316355|0.46910545|-0.17948973|-0.49170485|0.3671466|0.5498893|0.5202242|-0.24887423|0.016940668|0.0741502|-0.29474053|0.19889355|-0.17524719|-0.30338576|-0.1917369|-0.38908032|-0.5262045|-0.329698|-0.565255|0.5248773|0.02427356|-0.30821028|-0.23246287|-0.43111116|0.27965534|0.18852556|0.27913544|0.3525319|0.17705667|0.09813054|-0.51363575|0.02075303|0.20969383|-0.40769145|0.36004025|0.17461443|-0.28142837|0.44448107|0.46088403|0.37586874|0.23241618|-0.28451383|0.31378883|0.32127607|0.5073836|-0.0113016665|0.25901705|0.4810501|0.1389832|0.3019661|-0.36640355|-0.3727072|-0.5938575|-0.30049554|0.053998813|-0.31638786|0.31756735|0.47184336|0.27577537|0.17632654|0.6089812|-0.14238708|-0.2209377|-0.641884|0.66091645|-0.46845886|0.06716029|0.48923853|0.18822666
989;-0.41454023|-0.17703626|0.023544053|-0.47755295|-0.47544765|-0.638625|0.14606066|-0.508165|-0.48420286|0.3453194|0.49260682|0.4721552|-0.62590253|0.39501095|0.39200503|-0.4003945|0.51070523|0.21677482|0.3746586|0.13715577|0.23413025|-0.49815035|-0.34068763|-0.18662798|-0.35702676|0.30524307|-0.30032253|-0.46640557|0.50942814|-0.5337372|0.36338392|0.22483344|0.61764306|-0.28716034|-0.47042558|0.1531677|0.5391669|0.35666773|-0.29568475|0.41611892|-0.032750458|-0.2737017|0.49833944|-0.15538473|-0.39673164|-0.04585301|-0.40056533|-0.46876556|-0.54328364|-0.8472378|0.41737908|-0.07209055|-0.14447851|-0.36541685|-0.46113527|0.40861288|-0.030940682|0.107085645|0.83034205|0.31907293|-0.0006102398|-0.5012448|-0.1913321|0.43045717|-0.260321|0.3579596|0.24375737|-0.32887375|0.47297847|0.45512256|0.16665868|0.41710573|-0.63812226|0.0475325|0.5265126|0.54483557|0.18442033|0.48070163|0.60206294|-0.33015776|0.33854467|-0.48743674|-0.53823483|-0.34245005|-0.2560847|0.073919296|-0.34384358|0.33354092|0.6002895|0.109276064|0.1366131|0.6105427|-0.2987625|-0.49088874|-0.39083317|0.55554634|-0.5634179|0.4011215|0.6024333|-0.12387174
990;-0.393604|-0.40321946|-0.039466802|-0.3624531|-0.45745638|-0.2138507|0.10510728|-0.2206651|-0.45318833|0.31399497|0.28189617|0.3742741|-0.2926951|0.2824031|0.34428197|-0.25551847|0.18556905|0.25896898|0.42009518|0.21030429|0.3610745|-0.3517047|-0.24416354|-0.4174849|-0.3139693|0.33585086|-0.32214308|-0.004364535|0.43465716|-0.45874336|0.1504407|0.21555018|0.33193874|-0.45905536|-0.45268607|0.10965105|0.48903444|0.22432628|-0.33898988|0.18912338|-0.017806835|-0.26806113|0.2912961|-0.3724326|-0.44368058|0.063591935|-0.21456333|-0.5568866|-0.20465425|-0.3100723|0.44198424|-0.24135958|0.0934668|-0.461211|-0.4881088|0.064910054|0.3219522|-0.083786406|0.5354451|0.16741632|0.021986213|-0.29992148|0.14736035|0.254618|-0.27509958|0.13216434|0.2531847|-0.011970758|0.51325065|0.20817903|0.30737218|0.1625957|-0.283996|0.19382748|0.26367304|0.14496656|-0.15571757|0.4696251|0.24041924|0.03900461|0.45999032|-0.3992499|-0.44049636|-0.2068776|-0.33778605|0.14422306|-0.3156414|0.25518215|0.43014824|0.14888884|0.108395144|0.46251804|0.12531194|-0.3112845|-0.51225245|0.3119097|-0.6379413|0.1306437|0.504335|0.22225803
991;-0.5055711|-0.27931148|0.11254178|-0.35055363|-0.49800292|-0.31449062|0.261183|-0.27862915|-0.38818407|0.49784702|0.44620582|0.4097631|-0.51420337|0.29128674|0.46553445|-0.21617854|0.1306209|0.19316208|0.53344464|0.2386803|0.42770445|-0.29057083|-0.2903311|-0.2938953|-0.3897141|0.38297826|-0.4671495|-0.2099991|0.41548342|-0.43023878|0.27096933|0.48628|0.39366746|-0.43049526|-0.53690183|0.25987637|0.47567737|0.19320855|-0.23496471|0.1898388|0.009622134|-0.22384512|0.35312763|-0.3971788|-0.3512705|-0.07900896|-0.20384198|-0.48147884|-0.35823628|-0.42130768|0.41745162|-0.2768448|-0.047500137|-0.33135083|-0.48684523|0.113552436|0.3030998|0.09860899|0.43101537|0.25414228|-0.110254675|-0.46852553|0.16271962|0.29047567|-0.2895588|0.37786564|0.327147|-0.10850902|0.47825438|0.2613508|0.30120325|0.14350484|-0.28840208|0.13936646|0.38173568|0.28773203|0.08941831|0.39962554|0.4250246|-0.17146182|0.38253912|-0.4755709|-0.6537286|-0.3132092|-0.3499933|0.15808943|-0.33627394|0.24371625|0.4434178|0.18456414|0.08991563|0.5274146|0.06102236|-0.39182878|-0.45982394|0.4784289|-0.47956994|0.28381184|0.48416647|0.24170202
992;-0.47262114|-0.27571908|-0.18250734|-0.40934274|-0.25477108|-0.24931216|0.33735505|-0.35912648|-0.51866347|0.5799526|0.38318542|0.24182521|-0.3738714|0.47180912|0.29330745|-0.16833496|0.31066862|-0.0050402284|0.40951827|0.29908797|0.5004794|-0.34907395|-0.40902135|-0.40047786|-0.5441438|0.31191537|-0.5264706|-0.13652623|0.5711845|-0.414549|0.4346028|0.6525221|0.45518717|-0.34216297|-0.50493395|0.1279881|0.54115206|0.30043197|-0.21750918|0.1154465|0.055041637|-0.47272432|0.44401538|-0.3669671|-0.43539783|0.020917758|-0.4904151|-0.5636594|-0.3089519|-0.5665933|0.59792817|-0.185416|-0.20165619|-0.38281018|-0.41037932|0.21122333|0.49263352|0.072157174|0.41509145|0.42502072|0.03824733|-0.6330531|0.15123047|0.27558276|-0.4700142|0.2902087|0.17719907|-0.17639965|0.58432245|0.42187166|0.27559245|0.32168725|-0.19109838|0.31692532|0.455614|0.20227815|0.16586934|0.488957|0.39971298|-0.10877146|0.2651881|-0.4016548|-0.6178487|-0.32033324|-0.2757058|0.21825302|-0.5138303|0.30892876|0.4711498|0.16487959|0.20014755|0.6016383|-0.21592936|-0.4156601|-0.37448242|0.4618184|-0.64061177|0.31681502|0.4463177|0.3294039
993;-0.46825123|-0.23602068|-0.030613195|-0.24522804|-0.43866506|-0.22060516|0.32984927|-0.25160024|-0.37402585|0.5893938|0.55812013|0.4569941|-0.47332636|0.4638657|0.37465274|-0.17333362|0.28445014|0.25345826|0.49030048|0.26765248|0.4378934|-0.2979903|-0.2896618|-0.37765065|-0.39782062|0.41641295|-0.5879347|-0.1535806|0.47277513|-0.5109784|0.24964896|0.511326|0.6438985|-0.30989915|-0.5020525|0.2552703|0.4822615|0.33121178|-0.2121657|0.25814277|0.024239711|-0.19169915|0.30288213|-0.3768785|-0.3838488|-0.29816213|-0.22832924|-0.53102434|-0.34211117|-0.49325642|0.48762158|-0.121334605|0.060803626|-0.35628214|-0.4494189|0.118318334|0.3189465|0.15794593|0.477351|0.28870848|-0.041480005|-0.47449887|0.007959265|0.3229665|-0.2553138|0.40878016|0.2887959|-0.27453843|0.5683555|0.2452958|0.20820324|-0.026880592|-0.34577513|0.08683232|0.38513651|0.38932854|0.17941785|0.3456229|0.4734072|-0.19737962|0.47482345|-0.5240544|-0.48976842|-0.17230475|-0.4811638|0.27620134|-0.45758274|0.14218451|0.42686182|0.25180045|0.04158683|0.45875072|-0.012922302|-0.44874042|-0.45464373|0.39725268|-0.55381703|0.33287424|0.38602072|0.27138025
994;-0.3031271|-0.22664525|-0.044909988|-0.59099627|-0.53351915|-0.17880699|0.29833585|-0.23693131|-0.5439693|0.47740275|0.1964183|0.25325143|-0.43376607|0.5018536|0.37712055|-0.21189113|0.138616|0.11153496|0.54691756|0.09815793|0.49734986|-0.24093972|-0.07505265|-0.30132788|-0.496402|0.53869396|-0.33867672|-0.22092822|0.4274742|-0.44425076|0.32382005|0.5496986|0.4228579|-0.29047406|-0.421223|0.18437141|0.5090566|0.4652089|-0.08508654|0.02357243|-0.006116621|-0.23120597|0.2996212|-0.33489192|-0.2739862|-0.24050614|-0.33191997|-0.5020055|-0.2596525|-0.53072494|0.7508721|-0.029388145|-0.19665106|-0.45953387|-0.48096296|0.096421205|0.21466981|0.18140341|0.4359854|0.15057646|-0.025787631|-0.4675473|0.13736187|0.30623022|-0.48229378|0.44051766|0.05916758|-0.49422073|0.49047074|0.3255546|0.21635333|0.3815051|-0.19724335|0.43187565|0.3552943|0.45089912|0.037217364|0.37776682|0.3480562|-0.12191571|0.32262927|-0.5047966|-0.9189495|-0.40934604|-0.39643955|0.2398336|-0.41021413|0.3729739|0.5040548|0.35518056|0.32047144|0.47903788|0.039405975|-0.6860889|-0.3425378|0.6335562|-0.61356556|0.20202821|0.5854859|0.15817559
995;-0.48321486|-0.34776402|0.011881992|-0.39907932|-0.38811696|-0.31451362|0.39377698|-0.3747912|-0.42206407|0.5196087|0.2834045|0.45380792|-0.37043086|0.114831954|0.30657926|-0.14739777|0.11315867|0.090070404|0.4636475|0.2755677|0.55474937|-0.34509817|-0.3784954|-0.35355553|-0.49547383|0.43820357|-0.49083427|-0.12502056|0.26474842|-0.46974587|0.33284137|0.56943756|0.471781|-0.32590693|-0.643402|0.25556844|0.5082373|0.28773373|-0.15046756|0.032007605|0.04051175|-0.20310298|0.4292755|-0.53880006|-0.5405469|-0.12056373|-0.2887293|-0.554056|-0.3157655|-0.58964527|0.48124442|-0.28196982|0.001726158|-0.30878744|-0.35927168|0.035400216|0.36942872|0.12106034|0.47976574|0.28041184|-0.028811628|-0.54158455|0.07725821|0.32785696|-0.37260607|0.18600053|0.2892782|-0.0591875|0.5039619|0.41363254|0.31867883|0.15592754|-0.41867185|0.29002774|0.43216333|0.39789313|0.25918323|0.193182|0.30799848|-0.018130884|0.38185284|-0.4476171|-0.57496184|-0.3504313|-0.41132048|0.21510884|-0.3392756|0.33224928|0.4692442|0.113784134|0.05719968|0.5150434|-0.037287883|-0.28900707|-0.5098052|0.53239083|-0.46499586|0.33641455|0.4485791|0.3986389
996;-0.45140946|-0.30297634|-0.061090287|-0.31895542|-0.43209514|-0.38024905|0.31592104|-0.33115852|-0.43106863|0.3612887|0.40402177|0.38792747|-0.3085692|0.3946692|0.42268398|-0.15430428|0.18507941|0.03108605|0.54133815|0.22823471|0.5123619|-0.2936881|-0.38297445|-0.42962846|-0.472607|0.4003498|-0.5450376|-0.173917|0.43692538|-0.4239263|0.4184619|0.51721776|0.5439469|-0.4187464|-0.5766413|0.15396753|0.39840528|0.24113299|-0.22863597|0.22854616|0.056861993|-0.3399328|0.3307355|-0.39780158|-0.4022966|0.004419334|-0.17066672|-0.4380143|-0.33225212|-0.41393393|0.4131269|-0.22873354|-0.09304471|-0.420275|-0.34596705|0.22424227|0.34185663|0.11447404|0.46838295|0.30303422|-0.01768741|-0.46905136|0.10854545|0.44720158|-0.3218224|0.38183063|0.30160743|-0.17311388|0.6055652|0.4116205|0.25560537|0.16583662|-0.38904384|0.25989282|0.39969924|0.25211105|0.15174387|0.45313668|0.49388352|-0.15206428|0.39522666|-0.32620096|-0.54744375|-0.35631874|-0.37778077|0.17587177|-0.32326934|0.2583443|0.39884824|0.15371007|0.11020654|0.58436346|-0.068434775|-0.4266925|-0.42391214|0.41037986|-0.5621783|0.28741384|0.404441|0.40711534
997;-0.4837331|-0.3068238|0.017175302|-0.4232957|-0.49002826|-0.28989112|0.33774775|-0.2893833|-0.51732075|0.5020902|0.40276647|0.39815974|-0.432632|0.3407537|0.5358401|-0.19338128|0.38294354|0.23931122|0.46864215|0.32944018|0.51125026|-0.34322798|-0.30698597|-0.27291158|-0.4878743|0.38242725|-0.50299644|-0.07802352|0.50907415|-0.53638303|0.32309234|0.4517624|0.46278858|-0.4147632|-0.5736442|0.29070106|0.47937492|0.25105816|-0.18800022|0.15929429|0.042626332|-0.1902386|0.3074528|-0.42908877|-0.4141733|-0.044876795|-0.28749654|-0.48612443|-0.34042352|-0.45901218|0.43724477|-0.27381516|-0.068275884|-0.3407536|-0.42683092|0.13354945|0.29212713|0.08688239|0.49500158|0.25701368|0.029080909|-0.5491645|0.050647292|0.30086806|-0.3407276|0.4031526|0.16548575|-0.19254231|0.48867744|0.3087653|0.35365394|0.25452667|-0.4231514|0.26132178|0.29912615|0.4394872|0.17561293|0.41967988|0.38181117|-0.09346212|0.39752904|-0.44920635|-0.5193571|-0.35540918|-0.41853052|0.26608258|-0.46725124|0.26596826|0.44907942|0.20692182|0.04233724|0.51100016|-0.11935122|-0.46161842|-0.47266576|0.53805083|-0.59297377|0.3284055|0.50551426|0.33455065
998;-0.4360588|-0.16648167|0.06267035|-0.47001925|-0.4400239|-0.38182932|0.22972986|-0.2903414|-0.4230879|0.35254985|0.3928411|0.46162972|-0.3365153|0.33564812|0.31451702|-0.17551628|0.32377136|-0.017367631|0.5278928|0.33051488|0.40028074|-0.36803883|-0.26387966|-0.41374123|-0.42661762|0.29129654|-0.54430157|-0.24149899|0.41595438|-0.4749187|0.32840416|0.5344356|0.41233766|-0.45316795|-0.60067093|0.05480045|0.3201901|0.21609388|-0.11419952|0.22791351|0.023467671|-0.2675384|0.35201365|-0.27663982|-0.33616948|0.042172194|-0.22888108|-0.46412084|-0.44803873|-0.50541365|0.51921344|-0.18056029|-0.13528207|-0.2932394|-0.38305858|0.10567396|0.34107393|0.100488335|0.5106814|0.22672452|-0.03133172|-0.41744053|-0.029248387|0.4365415|-0.35611412|0.26966837|0.16443393|-0.14901875|0.5387201|0.3379575|0.20909053|0.3155675|-0.31297874|0.32986256|0.39370945|0.2394239|0.36172846|0.37538862|0.38677076|-0.26874134|0.3513184|-0.30080843|-0.5368249|-0.2804308|-0.5448854|0.2134159|-0.30737913|0.19583106|0.42098245|0.095429495|0.15899749|0.5355863|-0.15828745|-0.37063822|-0.4789966|0.3985999|-0.47789514|0.36734337|0.4200438|0.22788413
999;-0.5707809|-0.13815923|-0.0020951964|-0.35532928|-0.44786835|-0.26559293|0.18045034|-0.27186868|-0.3493652|0.370645|0.42534333|0.42474076|-0.3556617|0.27242193|0.3189053|-0.15307309|0.23259546|0.112280086|0.5610828|0.25870216|0.4251364|-0.38766065|-0.24871542|-0.37866592|-0.4860717|0.36022496|-0.48543793|-0.2702691|0.41680533|-0.49627054|0.34404358|0.45027873|0.45706737|-0.45059735|-0.57178205|0.07041751|0.4811893|0.24827573|-0.16405419|0.24577728|0.028533135|-0.3140785|0.2964779|-0.3472152|-0.3372212|0.019441016|-0.21087226|-0.36320162|-0.48988333|-0.46902984|0.32538214|-0.17543846|-0.010230262|-0.2698455|-0.41074246|0.16796216|0.24026579|0.12924197|0.547768|0.2474049|-0.04338795|-0.42229983|0.00079545006|0.38148916|-0.34868404|0.370954|0.27472326|-0.21706566|0.51261234|0.30770922|0.2406963|0.21468389|-0.24609023|0.27887657|0.44960284|0.28883556|0.13996422|0.37793425|0.49198022|-0.08456335|0.49380767|-0.35565448|-0.5190094|-0.23257923|-0.4296736|0.24707496|-0.34115183|0.2723|0.4060404|0.12157295|0.06307764|0.51775014|-0.08962556|-0.35217786|-0.48100656|0.5043716|-0.5419121|0.23757783|0.49325502|0.16724336
1000;-0.520629|-0.22806108|-0.07513061|-0.41149643|-0.47111967|-0.2935489|0.3224561|-0.3458112|-0.4087184|0.5598707|0.44492775|0.37859976|-0.5084072|0.36022565|0.4205177|-0.25189444|0.46090966|0.18099251|0.6678661|0.17901006|0.25203747|-0.42179665|-0.2810022|-0.434022|-0.5064274|0.3384655|-0.50237316|-0.2993881|0.57578486|-0.41208357|0.18331042|0.36095163|0.30993268|-0.31496385|-0.70692587|0.36729446|0.6164484|0.35854638|-0.15129215|0.2240475|0.0035158359|-0.23611772|0.30521536|-0.529572|-0.51615655|-0.026715599|-0.344301|-0.4008968|-0.43099904|-0.39371157|0.5375619|-0.16596055|-0.07506795|-0.29140896|-0.46496174|-0.08197475|0.27821693|0.15363348|0.5090864|0.4272664|-0.088980526|-0.55555254|-0.019390315|0.31786752|-0.4992247|0.25138026|0.10624303|-0.27532208|0.61523944|0.36756492|0.18824631|0.2661062|-0.34537217|0.052912995|0.48261997|0.48704326|0.23168068|0.27107447|0.5443131|-0.08598401|0.30013275|-0.5284223|-0.5987146|-0.2846812|-0.5058227|0.32755646|-0.39089772|0.16291016|0.43827862|0.23436101|0.01894939|0.56753063|0.031427417|-0.5161312|-0.2918806|0.4548205|-0.5901764|0.29527968|0.397511|0.31256902
1001;-0.52554774|-0.34399053|-0.0002806764|-0.3110683|-0.49511385|-0.2884294|0.31395337|-0.30746818|-0.4470517|0.51934135|0.3933852|0.31283942|-0.5214284|0.38181347|0.4336608|-0.17315078|0.2338277|0.054748677|0.58226365|0.28152204|0.42632967|-0.38654277|-0.3679182|-0.40874445|-0.54581267|0.3426622|-0.46762404|-0.09935578|0.5423441|-0.6343707|0.39885172|0.5401273|0.47437346|-0.43939033|-0.58754855|0.24399394|0.5905137|0.37503874|-0.2290363|0.14884628|-0.049652636|-0.33036184|0.37098435|-0.37818775|-0.48234162|-0.03044755|-0.21879771|-0.46844453|-0.2948661|-0.44218478|0.53308827|-0.32124072|0.028894585|-0.44837666|-0.50600433|0.15137121|0.4575353|0.042198848|0.4643249|0.32237968|0.0046137646|-0.5286635|0.102592275|0.49321514|-0.35656938|0.24777973|0.21758616|-0.123864666|0.52396333|0.33049977|0.27503926|0.15833716|-0.36442643|0.11347709|0.42362928|0.39295834|0.04094962|0.39303765|0.4731894|-0.075917065|0.39856404|-0.4332834|-0.61311513|-0.3410523|-0.45553714|0.12747109|-0.39754954|0.2199749|0.4704074|0.13857532|0.13734137|0.46540654|-0.12145765|-0.50683093|-0.5060354|0.46399462|-0.59573984|0.2716254|0.52448106|0.20934527
