state;action_reward;n_state
44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5;47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5;44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|44948&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5|47925&5
7449&5|7449&5|7449&5|57067&5|62391&5|62391&5|76269&5|76269&5|7449&5|76269&5|57928&4|63312&5;1070&5|41672&5|41672&5|41672&5|41672&5|1070&5|1070&5|1070&5|41672&5|41672&5;7449&5|7449&5|7449&5|57067&5|62391&5|62391&5|76269&5|76269&5|7449&5|76269&5|57928&4|63312&5|1070&5|41672&5|41672&5|41672&5|41672&5|1070&5|1070&5|1070&5|41672&5|41672&5
19773&5|19773&5|64642&4|64642&4|19773&5|64642&4|19773&5|19773&5|64642&4|19773&5|19773&5|64642&4;43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5;19773&5|19773&5|64642&4|64642&4|19773&5|64642&4|19773&5|19773&5|64642&4|19773&5|19773&5|64642&4|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5|43847&5
61402&4|70584&5|66076&5|67758&5|66076&5|10973&5|66076&5|72365&3|19583&5|66076&5|67758&5|70584&5;21833&4|21833&4|21833&4|21833&4|21833&4|18502&4|21833&4|18502&4|1156&5|1156&5;61402&4|70584&5|66076&5|67758&5|66076&5|10973&5|66076&5|72365&3|19583&5|66076&5|67758&5|70584&5|21833&4|21833&4|21833&4|21833&4|21833&4|18502&4|21833&4|18502&4|1156&5|1156&5
30346&3|5715&1|22043&1|79235&5|5715&1|22043&1|3113&4|61274&1|21496&1|3113&4|61274&1|41481&5;34607&5|47071&5|47071&5|47071&5|49856&5|47071&5|34607&5|47071&5|49856&5|49856&5;30346&3|5715&1|22043&1|79235&5|5715&1|22043&1|3113&4|61274&1|21496&1|3113&4|61274&1|41481&5|34607&5|47071&5|47071&5|47071&5|49856&5|47071&5|34607&5|47071&5|49856&5|49856&5
63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4;22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3;63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|63844&4|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3|22429&3
52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2;52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5;52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52120&2|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5|52762&5
23364&5|37186&1|23364&5|37186&1|23364&5|37186&1|37186&1|37186&1|37186&1|37186&1|23364&5|23364&5;50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5;23364&5|37186&1|23364&5|37186&1|23364&5|37186&1|37186&1|37186&1|37186&1|37186&1|23364&5|23364&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5|50085&5
12082&5|68593&5|11935&4|12082&5|32291&3|12082&5|63256&4|68593&5|11935&4|11935&4|15091&5|63256&4;39296&5|39296&5|55757&5|39296&5|39296&5|28096&5|39296&5|55757&5|39296&5|55757&5;12082&5|68593&5|11935&4|12082&5|32291&3|12082&5|63256&4|68593&5|11935&4|11935&4|15091&5|63256&4|39296&5|39296&5|55757&5|39296&5|39296&5|28096&5|39296&5|55757&5|39296&5|55757&5
69302&4|63446&4|61165&4|10570&4|61202&4|17476&5|55166&3|68306&4|63241&4|22790&5|61165&4|64667&4;77914&3|64319&4|75665&4|49419&3|49419&3|64319&4|40893&3|48253&4|70454&4|70454&4;69302&4|63446&4|61165&4|10570&4|61202&4|17476&5|55166&3|68306&4|63241&4|22790&5|61165&4|64667&4|77914&3|64319&4|75665&4|49419&3|49419&3|64319&4|40893&3|48253&4|70454&4|70454&4
69811&5|48179&5|69811&5|48179&5|69811&5|48179&5|69811&5|41116&4|48179&5|69811&5|48179&5|69811&5;9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5;69811&5|48179&5|69811&5|48179&5|69811&5|48179&5|69811&5|41116&4|48179&5|69811&5|48179&5|69811&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5|9234&5
33570&1|29545&4|22950&2|2056&3|20599&5|16758&4|36518&4|4706&5|5322&5|62609&5|15338&4|27796&5;43467&4|49231&3|41312&3|47275&3|46695&3|43467&4|63614&4|43467&4|46615&4|72556&4;33570&1|29545&4|22950&2|2056&3|20599&5|16758&4|36518&4|4706&5|5322&5|62609&5|15338&4|27796&5|43467&4|49231&3|41312&3|47275&3|46695&3|43467&4|63614&4|43467&4|46615&4|72556&4
60250&4|60250&4|57132&4|60250&4|19742&4|12472&4|54807&5|54807&5|54807&5|54807&5|51176&4|19742&4;75462&3|68896&3|9115&5|10554&4|75462&3|68896&3|10554&4|75462&3|68896&3|75462&3;60250&4|60250&4|57132&4|60250&4|19742&4|12472&4|54807&5|54807&5|54807&5|54807&5|51176&4|19742&4|75462&3|68896&3|9115&5|10554&4|75462&3|68896&3|10554&4|75462&3|68896&3|75462&3
64266&2|21155&4|31608&3|57769&4|40287&5|35701&3|19059&4|76977&5|76977&5|4295&5|64266&2|5637&4;55675&4|78353&4|43241&5|78353&4|3719&5|78080&4|50085&5|78763&5|43241&5|43241&5;64266&2|21155&4|31608&3|57769&4|40287&5|35701&3|19059&4|76977&5|76977&5|4295&5|64266&2|5637&4|55675&4|78353&4|43241&5|78353&4|3719&5|78080&4|50085&5|78763&5|43241&5|43241&5
41587&5|44335&4|44335&4|41587&5|44335&4|41587&5|41587&5|41587&5|44335&4|41587&5|48024&4|44335&4;53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5;41587&5|44335&4|44335&4|41587&5|44335&4|41587&5|41587&5|41587&5|44335&4|41587&5|48024&4|44335&4|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5|53025&5
3225&4|79834&4|137&4|530&5|3225&4|137&4|16661&5|79834&4|64&4|530&5|3225&4|28&4;74633&5|7367&5|31338&4|31338&4|74633&5|31338&4|21715&4|35248&4|7367&5|21715&4;3225&4|79834&4|137&4|530&5|3225&4|137&4|16661&5|79834&4|64&4|530&5|3225&4|28&4|74633&5|7367&5|31338&4|31338&4|74633&5|31338&4|21715&4|35248&4|7367&5|21715&4
77943&4|30788&3|37179&3|44053&3|4312&4|41084&5|42342&3|44662&4|40054&4|70627&4|4203&5|4636&4;13551&5|18941&4|47802&4|75348&3|8704&5|61262&5|51891&4|60090&4|49825&5|20930&4;77943&4|30788&3|37179&3|44053&3|4312&4|41084&5|42342&3|44662&4|40054&4|70627&4|4203&5|4636&4|13551&5|18941&4|47802&4|75348&3|8704&5|61262&5|51891&4|60090&4|49825&5|20930&4
4887&5|36174&2|4911&2|35760&5|76121&5|4911&2|35191&5|35760&5|74119&2|38386&5|24387&4|35191&5;47338&4|44750&5|41246&4|20055&5|41246&4|20055&5|53150&3|47338&4|44750&5|20055&5;4887&5|36174&2|4911&2|35760&5|76121&5|4911&2|35191&5|35760&5|74119&2|38386&5|24387&4|35191&5|47338&4|44750&5|41246&4|20055&5|41246&4|20055&5|53150&3|47338&4|44750&5|20055&5
19896&4|47766&5|4441&5|49546&1|45580&5|57627&5|48068&4|43296&2|5006&5|17931&4|40148&4|57977&4;47760&3|7823&4|52076&4|50311&4|52609&5|52609&5|35552&5|31492&4|12065&5|11375&2;19896&4|47766&5|4441&5|49546&1|45580&5|57627&5|48068&4|43296&2|5006&5|17931&4|40148&4|57977&4|47760&3|7823&4|52076&4|50311&4|52609&5|52609&5|35552&5|31492&4|12065&5|11375&2
35487&5|40472&5|42621&5|42992&4|67503&4|41395&5|38097&4|35171&2|3189&4|35337&4|41860&5|31321&4;47902&4|45592&5|44717&5|52780&3|52569&4|51899&4|34250&5|49583&5|45128&5|51539&3;35487&5|40472&5|42621&5|42992&4|67503&4|41395&5|38097&4|35171&2|3189&4|35337&4|41860&5|31321&4|47902&4|45592&5|44717&5|52780&3|52569&4|51899&4|34250&5|49583&5|45128&5|51539&3
4312&5|17115&4|68361&5|3225&5|60130&5|4739&5|19978&5|28822&4|73966&4|73357&4|4242&5|68361&5;24919&3|7468&3|44662&5|26220&3|7468&3|26220&3|40659&4|51328&5|43073&2|43073&2;4312&5|17115&4|68361&5|3225&5|60130&5|4739&5|19978&5|28822&4|73966&4|73357&4|4242&5|68361&5|24919&3|7468&3|44662&5|26220&3|7468&3|26220&3|40659&4|51328&5|43073&2|43073&2
70014&4|65883&5|27152&4|6457&5|55863&5|23026&5|59870&5|7304&5|65883&5|23506&5|27152&4|55863&5;35384&4|5184&5|23778&5|35384&4|35384&4|23778&5|35384&4|35384&4|35384&4|5184&5;70014&4|65883&5|27152&4|6457&5|55863&5|23026&5|59870&5|7304&5|65883&5|23506&5|27152&4|55863&5|35384&4|5184&5|23778&5|35384&4|35384&4|23778&5|35384&4|35384&4|35384&4|5184&5
32186&5|51112&5|32186&5|18956&5|20920&5|20920&5|51112&5|43923&3|20920&5|13961&5|20920&5|43923&3;46294&5|15394&5|46294&5|46294&5|15394&5|46294&5|15394&5|15394&5|46294&5|46294&5;32186&5|51112&5|32186&5|18956&5|20920&5|20920&5|51112&5|43923&3|20920&5|13961&5|20920&5|43923&3|46294&5|15394&5|46294&5|46294&5|15394&5|46294&5|15394&5|15394&5|46294&5|46294&5
20357&5|31497&5|20357&5|3360&4|69180&4|20357&5|3827&5|4122&4|31767&5|4122&4|31497&5|41601&4;20763&5|20763&5|45072&5|36311&3|36311&3|20763&5|38959&5|36311&3|20763&5|38959&5;20357&5|31497&5|20357&5|3360&4|69180&4|20357&5|3827&5|4122&4|31767&5|4122&4|31497&5|41601&4|20763&5|20763&5|45072&5|36311&3|36311&3|20763&5|38959&5|36311&3|20763&5|38959&5
39714&5|59372&5|39714&5|59372&5|39714&5|39714&5|39714&5|39714&5|59372&5|59372&5|59372&5|59372&5;41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4;39714&5|59372&5|39714&5|59372&5|39714&5|39714&5|39714&5|39714&5|59372&5|59372&5|59372&5|59372&5|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4|41933&4
57030&5|57030&5|29227&5|6475&5|6475&5|57030&5|3833&2|3833&2|59205&5|50288&4|7418&5|77068&4;44497&4|44497&4|43262&5|43262&5|44497&4|44497&4|43262&5|43319&5|44497&4|43262&5;57030&5|57030&5|29227&5|6475&5|6475&5|57030&5|3833&2|3833&2|59205&5|50288&4|7418&5|77068&4|44497&4|44497&4|43262&5|43262&5|44497&4|44497&4|43262&5|43319&5|44497&4|43262&5
24548&4|4158&5|16594&5|24548&4|72330&4|57613&5|18036&5|16594&5|76423&4|76423&4|76423&4|18036&5;53335&5|10669&5|53335&5|53335&5|10669&5|10669&5|10669&5|53335&5|10669&5|10669&5;24548&4|4158&5|16594&5|24548&4|72330&4|57613&5|18036&5|16594&5|76423&4|76423&4|76423&4|18036&5|53335&5|10669&5|53335&5|53335&5|10669&5|10669&5|10669&5|53335&5|10669&5|10669&5
35340&5|32721&5|44303&5|35340&5|35340&5|32721&5|44303&5|33962&5|44303&5|33962&5|32721&5|44303&5;42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5;35340&5|32721&5|44303&5|35340&5|35340&5|32721&5|44303&5|33962&5|44303&5|33962&5|32721&5|44303&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5|42340&5
76745&5|76745&5|76628&4|76745&5|67878&5|60360&5|67878&5|67878&5|76706&4|76745&5|67878&5|60360&5;22155&5|22155&5|35936&5|22155&5|22155&5|22155&5|22155&5|22155&5|22155&5|35936&5;76745&5|76745&5|76628&4|76745&5|67878&5|60360&5|67878&5|67878&5|76706&4|76745&5|67878&5|60360&5|22155&5|22155&5|35936&5|22155&5|22155&5|22155&5|22155&5|22155&5|22155&5|35936&5
12454&5|37254&5|53973&5|14584&5|5017&4|37254&5|5801&4|37254&5|14584&5|5801&4|5801&4|37254&5;5238&4|5238&4|8423&4|5238&4|5238&4|5238&4|8423&4|5238&4|8423&4|5238&4;12454&5|37254&5|53973&5|14584&5|5017&4|37254&5|5801&4|37254&5|14584&5|5801&4|5801&4|37254&5|5238&4|5238&4|8423&4|5238&4|5238&4|5238&4|8423&4|5238&4|8423&4|5238&4
4624&5|51204&5|51204&5|52280&5|51204&5|4624&5|42978&5|4624&5|4624&5|42978&5|61698&5|42978&5;49215&4|63251&5|63251&5|49215&4|63251&5|49215&4|49215&4|49215&4|49215&4|49215&4;4624&5|51204&5|51204&5|52280&5|51204&5|4624&5|42978&5|4624&5|4624&5|42978&5|61698&5|42978&5|49215&4|63251&5|63251&5|49215&4|63251&5|49215&4|49215&4|49215&4|49215&4|49215&4
17663&5|66531&5|30246&3|29567&2|22204&4|33192&4|23037&3|20250&4|33886&2|29567&2|20250&4|17663&5;4732&3|38884&4|38884&4|38884&4|42372&3|38884&4|21981&5|48398&2|34929&3|4732&3;17663&5|66531&5|30246&3|29567&2|22204&4|33192&4|23037&3|20250&4|33886&2|29567&2|20250&4|17663&5|4732&3|38884&4|38884&4|38884&4|42372&3|38884&4|21981&5|48398&2|34929&3|4732&3
59536&5|62801&5|62801&5|70336&5|2771&5|2771&5|70336&5|70336&5|70336&5|62801&5|59536&5|62801&5;33722&5|33722&5|33722&5|33722&5|60033&5|60033&5|33722&5|60033&5|33722&5|33722&5;59536&5|62801&5|62801&5|70336&5|2771&5|2771&5|70336&5|70336&5|70336&5|62801&5|59536&5|62801&5|33722&5|33722&5|33722&5|33722&5|60033&5|60033&5|33722&5|60033&5|33722&5|33722&5
33031&1|26289&3|69817&4|4029&3|41357&5|30258&4|5173&5|75791&3|70645&4|20599&4|3840&4|56496&3;41706&4|44412&4|47275&4|45740&4|47640&5|41649&3|41706&4|41706&4|44412&4|40977&4;33031&1|26289&3|69817&4|4029&3|41357&5|30258&4|5173&5|75791&3|70645&4|20599&4|3840&4|56496&3|41706&4|44412&4|47275&4|45740&4|47640&5|41649&3|41706&4|41706&4|44412&4|40977&4
8136&4|58527&3|7368&3|55881&3|16240&4|59147&3|28877&4|28877&4|9013&3|9013&3|13168&3|5332&4;15668&4|20091&2|15668&4|16455&5|4260&3|4371&4|15668&4|15668&4|4260&3|15668&4;8136&4|58527&3|7368&3|55881&3|16240&4|59147&3|28877&4|28877&4|9013&3|9013&3|13168&3|5332&4|15668&4|20091&2|15668&4|16455&5|4260&3|4371&4|15668&4|15668&4|4260&3|15668&4
30367&4|22651&3|39526&4|72201&4|78279&3|191&5|22872&4|2293&3|1091&4|22872&4|22872&4|191&5;21560&3|35689&4|42268&2|38950&4|38950&4|35689&4|45644&3|42268&2|40244&4|45644&3;30367&4|22651&3|39526&4|72201&4|78279&3|191&5|22872&4|2293&3|1091&4|22872&4|22872&4|191&5|21560&3|35689&4|42268&2|38950&4|38950&4|35689&4|45644&3|42268&2|40244&4|45644&3
43527&5|36122&4|43394&4|36868&5|19070&4|56194&5|28980&5|43527&5|28980&5|71756&5|37935&4|19070&4;10473&5|72361&5|7399&5|43395&4|19913&4|19918&5|60275&5|19913&4|19918&5|43395&4;43527&5|36122&4|43394&4|36868&5|19070&4|56194&5|28980&5|43527&5|28980&5|71756&5|37935&4|19070&4|10473&5|72361&5|7399&5|43395&4|19913&4|19918&5|60275&5|19913&4|19918&5|43395&4
9001&4|71893&4|4940&4|14128&4|12526&4|36924&4|4940&4|19583&5|10102&3|52516&4|58843&4|7639&4;6688&5|49745&4|6688&5|30793&4|45419&3|47414&5|30793&4|6688&5|38239&5|45552&4;9001&4|71893&4|4940&4|14128&4|12526&4|36924&4|4940&4|19583&5|10102&3|52516&4|58843&4|7639&4|6688&5|49745&4|6688&5|30793&4|45419&3|47414&5|30793&4|6688&5|38239&5|45552&4
44662&3|63100&4|18526&4|48323&5|42137&4|63100&4|40892&5|44662&3|35066&4|42137&4|68053&4|63100&4;54135&5|1334&3|2298&5|49577&5|2298&5|54135&5|1334&3|2298&5|54135&5|49577&5;44662&3|63100&4|18526&4|48323&5|42137&4|63100&4|40892&5|44662&3|35066&4|42137&4|68053&4|63100&4|54135&5|1334&3|2298&5|49577&5|2298&5|54135&5|1334&3|2298&5|54135&5|49577&5
29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4;33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5;29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|29048&4|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5|33814&5
11016&4|34111&4|35288&4|5598&5|63099&4|56100&5|1514&5|71332&2|20498&3|67664&2|29830&2|4259&5;47845&5|39384&5|47136&4|47813&4|37589&5|43926&5|37491&5|47856&5|49289&3|46932&5;11016&4|34111&4|35288&4|5598&5|63099&4|56100&5|1514&5|71332&2|20498&3|67664&2|29830&2|4259&5|47845&5|39384&5|47136&4|47813&4|37589&5|43926&5|37491&5|47856&5|49289&3|46932&5
41710&5|45072&4|42604&4|41710&5|31903&5|60128&2|42592&3|42592&3|47362&3|42592&3|41466&3|35700&1;50158&4|48703&3|50158&4|49954&4|49954&4|47685&3|49954&4|48703&3|50158&4|50158&4;41710&5|45072&4|42604&4|41710&5|31903&5|60128&2|42592&3|42592&3|47362&3|42592&3|41466&3|35700&1|50158&4|48703&3|50158&4|49954&4|49954&4|47685&3|49954&4|48703&3|50158&4|50158&4
11114&4|79439&3|12551&5|50499&5|77687&4|4819&5|27972&2|78266&5|33919&4|74848&5|28882&2|71721&5;43508&3|65543&5|15689&4|48736&4|40526&5|48736&4|47753&4|51438&5|65543&5|15689&4;11114&4|79439&3|12551&5|50499&5|77687&4|4819&5|27972&2|78266&5|33919&4|74848&5|28882&2|71721&5|43508&3|65543&5|15689&4|48736&4|40526&5|48736&4|47753&4|51438&5|65543&5|15689&4
22831&1|2914&3|22429&3|2914&3|10805&4|3091&5|4572&5|674&5|4576&5|4572&5|55443&4|156&1;52839&4|35980&5|49574&1|49574&1|31185&2|52751&5|33538&4|8462&5|28804&5|35966&5;22831&1|2914&3|22429&3|2914&3|10805&4|3091&5|4572&5|674&5|4576&5|4572&5|55443&4|156&1|52839&4|35980&5|49574&1|49574&1|31185&2|52751&5|33538&4|8462&5|28804&5|35966&5
4279&5|19697&4|31608&4|3080&4|4381&5|10171&4|4375&3|4375&3|19697&4|13406&5|31608&4|71721&5;10972&4|9620&4|203&4|7844&4|9620&4|10972&4|9620&4|22473&4|4712&5|203&4;4279&5|19697&4|31608&4|3080&4|4381&5|10171&4|4375&3|4375&3|19697&4|13406&5|31608&4|71721&5|10972&4|9620&4|203&4|7844&4|9620&4|10972&4|9620&4|22473&4|4712&5|203&4
1942&3|1091&3|67420&5|74349&5|43192&4|43955&4|75506&4|28297&4|37789&3|33284&4|37789&3|79475&4;48171&4|51952&3|52618&3|51981&5|8540&5|35689&4|48037&4|49341&2|46724&4|51297&5;1942&3|1091&3|67420&5|74349&5|43192&4|43955&4|75506&4|28297&4|37789&3|33284&4|37789&3|79475&4|48171&4|51952&3|52618&3|51981&5|8540&5|35689&4|48037&4|49341&2|46724&4|51297&5
62654&5|72344&5|72344&5|3900&5|21324&5|38701&4|3900&5|3900&5|38009&4|3900&5|38701&4|35816&5;43923&5|43822&5|43923&5|43923&5|43923&5|43923&5|43923&5|43923&5|42707&5|43822&5;62654&5|72344&5|72344&5|3900&5|21324&5|38701&4|3900&5|3900&5|38009&4|3900&5|38701&4|35816&5|43923&5|43822&5|43923&5|43923&5|43923&5|43923&5|43923&5|43923&5|42707&5|43822&5
60584&4|58146&4|57672&3|29733&4|16814&3|55162&4|7002&4|30065&3|14013&3|60584&4|29733&4|10364&4;42736&5|3292&5|79593&4|3292&5|42736&5|2000&5|79593&4|79593&4|2000&5|3292&5;60584&4|58146&4|57672&3|29733&4|16814&3|55162&4|7002&4|30065&3|14013&3|60584&4|29733&4|10364&4|42736&5|3292&5|79593&4|3292&5|42736&5|2000&5|79593&4|79593&4|2000&5|3292&5
5950&4|35809&3|5950&4|2635&5|35315&5|2635&5|5950&4|5950&4|35315&5|5381&4|64217&4|5381&4;45449&5|30651&4|35561&5|30651&4|45449&5|45449&5|35561&5|45449&5|30651&4|45449&5;5950&4|35809&3|5950&4|2635&5|35315&5|2635&5|5950&4|5950&4|35315&5|5381&4|64217&4|5381&4|45449&5|30651&4|35561&5|30651&4|45449&5|45449&5|35561&5|45449&5|30651&4|45449&5
65700&2|68636&2|72493&4|4793&5|9060&4|68636&2|68636&2|4793&5|72493&4|65700&2|68636&2|72493&4;12410&5|12410&5|12410&5|43604&4|12410&5|43604&4|43604&4|43604&4|12410&5|12410&5;65700&2|68636&2|72493&4|4793&5|9060&4|68636&2|68636&2|4793&5|72493&4|65700&2|68636&2|72493&4|12410&5|12410&5|12410&5|43604&4|12410&5|43604&4|43604&4|43604&4|12410&5|12410&5
34495&4|22499&5|75399&5|62525&3|8413&5|8319&5|16863&5|12354&2|56334&3|5940&4|3734&4|31161&3;15843&5|53651&4|75307&4|45469&3|54493&4|49761&2|55157&4|72415&4|46718&3|2239&3;34495&4|22499&5|75399&5|62525&3|8413&5|8319&5|16863&5|12354&2|56334&3|5940&4|3734&4|31161&3|15843&5|53651&4|75307&4|45469&3|54493&4|49761&2|55157&4|72415&4|46718&3|2239&3
7399&5|59960&4|36370&5|6255&4|47801&5|34252&5|37079&5|71721&5|50850&3|44578&5|37903&5|19138&5;51789&5|3251&4|46931&3|52722&4|62533&5|34781&5|47275&5|50652&5|46931&3|74877&3;7399&5|59960&4|36370&5|6255&4|47801&5|34252&5|37079&5|71721&5|50850&3|44578&5|37903&5|19138&5|51789&5|3251&4|46931&3|52722&4|62533&5|34781&5|47275&5|50652&5|46931&3|74877&3
53160&5|77054&5|53157&5|5238&4|40135&5|40135&5|5238&4|70268&5|77054&5|53160&5|40135&5|31608&5;79235&4|79235&4|43955&4|43955&4|79235&4|43955&4|79235&4|32688&5|43955&4|32688&5;53160&5|77054&5|53157&5|5238&4|40135&5|40135&5|5238&4|70268&5|77054&5|53160&5|40135&5|31608&5|79235&4|79235&4|43955&4|43955&4|79235&4|43955&4|79235&4|32688&5|43955&4|32688&5
37511&5|5953&4|39318&5|5238&5|60306&4|39318&5|37511&5|60306&4|7639&4|46016&5|39318&5|5238&5;46604&5|46604&5|44993&4|46604&5|44993&4|35612&5|44993&4|44993&4|44993&4|35612&5;37511&5|5953&4|39318&5|5238&5|60306&4|39318&5|37511&5|60306&4|7639&4|46016&5|39318&5|5238&5|46604&5|46604&5|44993&4|46604&5|44993&4|35612&5|44993&4|44993&4|44993&4|35612&5
46162&4|46200&4|72794&4|46120&5|72794&4|40645&4|44779&4|40645&4|46367&5|46088&3|45326&4|45535&4;48574&4|48901&5|47555&4|39307&4|46290&4|47882&4|46290&4|46290&4|48574&4|49354&4;46162&4|46200&4|72794&4|46120&5|72794&4|40645&4|44779&4|40645&4|46367&5|46088&3|45326&4|45535&4|48574&4|48901&5|47555&4|39307&4|46290&4|47882&4|46290&4|46290&4|48574&4|49354&4
48281&5|33952&5|67405&3|41692&5|21754&5|60028&5|21754&5|69197&5|21754&5|21754&5|33952&5|48281&5;13851&5|57328&5|57328&5|29659&5|57328&5|57328&5|29659&5|57328&5|66536&5|66536&5;48281&5|33952&5|67405&3|41692&5|21754&5|60028&5|21754&5|69197&5|21754&5|21754&5|33952&5|48281&5|13851&5|57328&5|57328&5|29659&5|57328&5|57328&5|29659&5|57328&5|66536&5|66536&5
7161&5|37245&5|26536&4|34617&5|4861&5|69789&4|72475&5|5173&5|16216&5|7533&5|71775&5|37245&5;43433&3|7925&4|36924&5|43284&4|49369&5|40532&4|52171&5|43923&2|7925&4|44460&5;7161&5|37245&5|26536&4|34617&5|4861&5|69789&4|72475&5|5173&5|16216&5|7533&5|71775&5|37245&5|43433&3|7925&4|36924&5|43284&4|49369&5|40532&4|52171&5|43923&2|7925&4|44460&5
5907&4|67283&4|64515&4|70745&3|4822&4|5524&3|67664&4|8109&3|16985&3|64515&4|55558&5|52927&4;31266&3|53071&5|48830&5|48830&5|37898&2|51328&5|14476&4|41672&5|34316&3|2726&3;5907&4|67283&4|64515&4|70745&3|4822&4|5524&3|67664&4|8109&3|16985&3|64515&4|55558&5|52927&4|31266&3|53071&5|48830&5|48830&5|37898&2|51328&5|14476&4|41672&5|34316&3|2726&3
48848&5|48867&5|48285&5|48848&5|48867&5|48848&5|48867&5|48848&5|48867&5|48848&5|48285&5|48848&5;51912&3|48853&5|48853&5|48853&5|51912&3|48853&5|51912&3|48853&5|51912&3|48853&5;48848&5|48867&5|48285&5|48848&5|48867&5|48848&5|48867&5|48848&5|48867&5|48848&5|48285&5|48848&5|51912&3|48853&5|48853&5|48853&5|51912&3|48853&5|51912&3|48853&5|51912&3|48853&5
45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4;52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5;45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|45817&4|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5|52919&5
35656&4|38684&3|33415&3|6255&3|38196&5|55137&3|4739&5|66679&3|41312&3|15956&3|50784&3|42025&3;21204&4|27629&3|50919&3|38514&4|5898&3|51275&5|11050&4|45594&2|50068&4|51275&5;35656&4|38684&3|33415&3|6255&3|38196&5|55137&3|4739&5|66679&3|41312&3|15956&3|50784&3|42025&3|21204&4|27629&3|50919&3|38514&4|5898&3|51275&5|11050&4|45594&2|50068&4|51275&5
46615&5|46615&5|46615&5|62533&5|46615&5|62533&5|62533&5|46615&5|62533&5|62533&5|62533&5|62533&5;43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5;46615&5|46615&5|46615&5|62533&5|46615&5|62533&5|62533&5|46615&5|62533&5|62533&5|62533&5|62533&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5|43937&5
55498&4|11838&3|62771&4|58043&5|29013&5|4273&3|54989&5|27257&5|25727&5|50854&4|6275&4|6081&5;19189&5|69702&4|31750&3|26536&4|74750&4|5284&5|69229&5|3225&3|3342&4|56088&5;55498&4|11838&3|62771&4|58043&5|29013&5|4273&3|54989&5|27257&5|25727&5|50854&4|6275&4|6081&5|19189&5|69702&4|31750&3|26536&4|74750&4|5284&5|69229&5|3225&3|3342&4|56088&5
