state;action_reward;n_state
150&3|273&5|237&4|1215&3|276&5|748&4|118&4|760&2|687&5|926&4|405&3|7&4;820&3|756&4|824&4|105&4|148&4|763&4|105&4|825&4|824&4|597&5;150&3|273&5|237&4|1215&3|276&5|748&4|118&4|760&2|687&5|926&4|405&3|7&4|820&3|756&4|824&4|105&4|148&4|763&4|105&4|825&4|824&4|597&5
164&3|174&4|2&3|820&3|742&2|153&3|419&3|200&3|429&3|153&3|42&3|47&3;412&3|771&3|120&3|120&3|105&1|1413&3|150&3|928&1|150&3|217&1;164&3|174&4|2&3|820&3|742&2|153&3|419&3|200&3|429&3|153&3|42&3|47&3|412&3|771&3|120&3|120&3|105&1|1413&3|150&3|928&1|150&3|217&1
79&5|181&5|202&5|77&3|173&5|194&5|657&5|173&5|213&4|213&4|56&3|239&5;203&4|204&5|748&3|203&4|541&3|402&4|298&4|358&2|678&3|1618&1;79&5|181&5|202&5|77&3|173&5|194&5|657&5|173&5|213&4|213&4|56&3|239&5|203&4|204&5|748&3|203&4|541&3|402&4|298&4|358&2|678&3|1618&1
181&5|288&5|245&5|121&5|300&5|898&5|222&5|343&5|898&5|1237&5|748&5|1237&5;826&5|1016&5|1016&5|118&5|826&5|826&5|597&5|597&5|1089&5|1016&5;181&5|288&5|245&5|121&5|300&5|898&5|222&5|343&5|898&5|1237&5|748&5|1237&5|826&5|1016&5|1016&5|118&5|826&5|826&5|597&5|597&5|1089&5|1016&5
1163&2|962&1|420&3|265&4|597&4|203&3|735&3|501&4|673&3|955&2|944&2|69&4;731&2|762&3|433&2|416&4|49&3|815&4|1066&3|655&4|68&3|1221&2;1163&2|962&1|420&3|265&4|597&4|203&3|735&3|501&4|673&3|955&2|944&2|69&4|731&2|762&3|433&2|416&4|49&3|815&4|1066&3|655&4|68&3|1221&2
25&3|477&4|477&4|742&3|628&3|866&4|1028&3|225&4|744&4|222&4|879&4|237&4;318&5|87&5|87&5|4&3|318&5|265&5|318&5|528&5|98&4|318&5;25&3|477&4|477&4|742&3|628&3|866&4|1028&3|225&4|744&4|222&4|879&4|237&4|318&5|87&5|87&5|4&3|318&5|265&5|318&5|528&5|98&4|318&5
678&4|322&4|327&5|660&3|79&5|562&5|125&5|284&5|693&5|673&5|1244&4|1218&5;229&5|682&4|230&5|54&4|1042&4|450&5|974&4|449&4|1157&4|554&3;678&4|322&4|327&5|660&3|79&5|562&5|125&5|284&5|693&5|673&5|1244&4|1218&5|229&5|682&4|230&5|54&4|1042&4|450&5|974&4|449&4|1157&4|554&3
338&2|307&3|326&2|690&2|879&3|328&3|879&3|690&2|300&3|332&3|306&3|292&5;888&1|311&2|269&4|327&2|888&1|269&4|302&4|303&2|302&4|286&3;338&2|307&3|326&2|690&2|879&3|328&3|879&3|690&2|300&3|332&3|306&3|292&5|888&1|311&2|269&4|327&2|888&1|269&4|302&4|303&2|302&4|286&3
1&4|269&5|410&1|1&4|117&3|332&3|300&3|1012&5|109&4|332&3|328&2|873&2;181&2|125&4|125&4|535&2|685&2|121&4|535&2|815&3|181&2|815&3;1&4|269&5|410&1|1&4|117&3|332&3|300&3|1012&5|109&4|332&3|328&2|873&2|181&2|125&4|125&4|535&2|685&2|121&4|535&2|815&3|181&2|815&3
278&2|288&4|274&3|9&5|252&3|346&3|315&3|315&3|744&3|742&3|315&3|1&5;269&3|70&4|763&2|597&2|762&1|255&4|65&4|826&1|15&2|235&2;278&2|288&4|274&3|9&5|252&3|346&3|315&3|315&3|744&3|742&3|315&3|1&5|269&3|70&4|763&2|597&2|762&1|255&4|65&4|826&1|15&2|235&2
575&3|403&5|211&3|1028&4|1091&3|568&3|233&4|71&5|648&3|204&4|174&4|549&4;720&3|196&4|474&3|729&3|139&3|1228&3|196&4|205&4|193&3|378&3;575&3|403&5|211&3|1028&4|1091&3|568&3|233&4|71&5|648&3|204&4|174&4|549&4|720&3|196&4|474&3|729&3|139&3|1228&3|196&4|205&4|193&3|378&3
747&5|50&5|1138&4|1028&3|55&4|531&5|1&4|326&4|524&5|176&4|257&4|100&5;165&4|1286&4|778&4|197&4|709&4|1285&3|518&3|727&3|454&3|480&4;747&5|50&5|1138&4|1028&3|55&4|531&5|1&4|326&4|524&5|176&4|257&4|100&5|165&4|1286&4|778&4|197&4|709&4|1285&3|518&3|727&3|454&3|480&4
333&4|342&2|333&4|342&2|271&4|300&5|258&1|300&5|333&4|902&5|324&1|288&4;748&2|748&2|323&4|323&4|678&3|323&4|678&3|748&2|748&2|748&2;333&4|342&2|333&4|342&2|271&4|300&5|258&1|300&5|333&4|902&5|324&1|288&4|748&2|748&2|323&4|323&4|678&3|323&4|678&3|748&2|748&2|748&2
990&2|311&5|271&2|289&3|887&5|340&5|325&4|259&2|261&1|286&5|325&4|748&1;307&4|245&4|260&3|243&1|260&3|305&5|245&4|305&5|260&3|988&1;990&2|311&5|271&2|289&3|887&5|340&5|325&4|259&2|261&1|286&5|325&4|748&1|307&4|245&4|260&3|243&1|260&3|305&5|245&4|305&5|260&3|988&1
174&4|405&1|1016&1|1016&1|1089&1|1016&1|254&2|50&4|174&4|273&5|50&4|685&1;22&5|144&5|79&5|56&4|89&5|144&5|56&4|56&4|56&4|89&5;174&4|405&1|1016&1|1016&1|1089&1|1016&1|254&2|50&4|174&4|273&5|50&4|685&1|22&5|144&5|79&5|56&4|89&5|144&5|56&4|56&4|56&4|89&5
432&4|1170&3|463&5|651&4|568&3|416&3|662&3|79&4|423&3|423&3|143&5|238&4;137&5|272&5|313&4|219&2|312&5|137&5|316&4|116&5|315&4|301&4;432&4|1170&3|463&5|651&4|568&3|416&3|662&3|79&4|423&3|423&3|143&5|238&4|137&5|272&5|313&4|219&2|312&5|137&5|316&4|116&5|315&4|301&4
385&5|79&5|435&4|15&5|204&5|659&4|294&5|82&5|385&5|28&5|8&5|96&4;648&5|181&5|419&5|168&5|22&5|22&5|181&5|22&5|181&5|69&5;385&5|79&5|435&4|15&5|204&5|659&4|294&5|82&5|385&5|28&5|8&5|96&4|648&5|181&5|419&5|168&5|22&5|22&5|181&5|22&5|181&5|69&5
300&3|328&3|323&3|331&4|327&5|268&5|262&5|294&3|688&2|879&3|301&3|877&3;276&3|15&3|15&3|15&3|276&3|255&4|276&3|1&4|276&3|150&3;300&3|328&3|323&3|331&4|327&5|268&5|262&5|294&3|688&2|879&3|301&3|877&3|276&3|15&3|15&3|15&3|276&3|255&4|276&3|1&4|276&3|150&3
183&5|630&5|755&4|47&2|702&3|50&5|321&3|715&2|205&5|796&3|684&4|173&5;521&4|471&4|275&4|720&3|101&4|794&4|521&4|121&4|794&4|212&3;183&5|630&5|755&4|47&2|702&3|50&5|321&3|715&2|205&5|796&3|684&4|173&5|521&4|471&4|275&4|720&3|101&4|794&4|521&4|121&4|794&4|212&3
763&3|121&4|274&4|281&4|410&3|113&5|117&3|269&4|117&3|275&4|455&1|151&2;165&5|709&4|175&2|8&3|176&3|175&2|153&2|171&1|153&2|165&5;763&3|121&4|274&4|281&4|410&3|113&5|117&3|269&4|117&3|275&4|455&1|151&2|165&5|709&4|175&2|8&3|176&3|175&2|153&2|171&1|153&2|165&5
1294&4|300&3|307&3|688&1|313&4|688&1|347&3|345&4|301&2|347&3|262&4|313&4;336&5|336&5|336&5|331&5|336&5|315&5|1022&5|336&5|331&5|331&5;1294&4|300&3|307&3|688&1|313&4|688&1|347&3|345&4|301&2|347&3|262&4|313&4|336&5|336&5|336&5|331&5|336&5|315&5|1022&5|336&5|331&5|331&5
86&5|339&4|261&5|707&5|300&5|509&5|300&5|116&5|116&5|261&5|531&4|286&4;14&4|289&3|289&3|529&3|289&3|682&3|744&3|289&3|744&3|289&3;86&5|339&4|261&5|707&5|300&5|509&5|300&5|116&5|116&5|261&5|531&4|286&4|14&4|289&3|289&3|529&3|289&3|682&3|744&3|289&3|744&3|289&3
257&3|282&3|56&4|307&2|1&4|252&2|310&3|332&2|174&5|183&4|222&4|684&4;313&4|98&4|414&4|23&4|288&3|291&1|288&3|288&3|210&4|414&4;257&3|282&3|56&4|307&2|1&4|252&2|310&3|332&2|174&5|183&4|222&4|684&4|313&4|98&4|414&4|23&4|288&3|291&1|288&3|288&3|210&4|414&4
285&5|787&3|580&2|921&4|1111&4|100&5|508&4|45&5|286&4|710&3|367&3|1041&2;1120&4|13&4|866&3|237&3|275&4|13&4|451&3|1028&3|934&3|866&3;285&5|787&3|580&2|921&4|1111&4|100&5|508&4|45&5|286&4|710&3|367&3|1041&2|1120&4|13&4|866&3|237&3|275&4|13&4|451&3|1028&3|934&3|866&3
193&4|487&3|724&4|408&4|288&4|114&4|92&3|24&3|24&3|427&4|174&5|175&4;135&4|276&5|195&4|81&2|431&4|436&4|208&4|206&2|526&4|150&4;193&4|487&3|724&4|408&4|288&4|114&4|92&3|24&3|24&3|427&4|174&5|175&4|135&4|276&5|195&4|81&2|431&4|436&4|208&4|206&2|526&4|150&4
302&4|1142&5|293&4|508&2|1142&5|137&4|25&4|293&4|150&5|327&3|285&4|150&5;547&3|1129&4|1129&4|10&3|256&4|10&3|547&3|116&5|20&3|10&3;302&4|1142&5|293&4|508&2|1142&5|137&4|25&4|293&4|150&5|327&3|285&4|150&5|547&3|1129&4|1129&4|10&3|256&4|10&3|547&3|116&5|20&3|10&3
137&5|423&4|127&4|297&4|169&4|147&3|8&2|338&2|295&4|286&4|199&4|655&4;245&3|174&4|174&4|331&3|250&3|194&3|326&3|274&3|174&4|331&3;137&5|423&4|127&4|297&4|169&4|147&3|8&2|338&2|295&4|286&4|199&4|655&4|245&3|174&4|174&4|331&3|250&3|194&3|326&3|274&3|174&4|331&3
328&3|345&4|116&3|302&5|751&3|124&4|129&4|873&3|748&2|345&4|873&3|294&3;871&2|137&3|717&1|475&3|1051&2|1051&2|1011&3|137&3|137&3|1011&3;328&3|345&4|116&3|302&5|751&3|124&4|129&4|873&3|748&2|345&4|873&3|294&3|871&2|137&3|717&1|475&3|1051&2|1051&2|1011&3|137&3|137&3|1011&3
544&1|506&2|581&1|186&1|320&4|233&2|191&4|202&4|656&4|1071&3|1149&4|183&5;347&3|346&5|344&4|679&3|267&1|761&2|172&2|1214&4|667&1|435&2;544&1|506&2|581&1|186&1|320&4|233&2|191&4|202&4|656&4|1071&3|1149&4|183&5|347&3|346&5|344&4|679&3|267&1|761&2|172&2|1214&4|667&1|435&2
80&3|127&3|217&3|222&4|155&2|810&4|99&4|68&4|151&5|739&3|222&4|230&4;252&2|252&2|69&3|15&4|135&2|191&3|258&4|43&3|375&2|249&3;80&3|127&3|217&3|222&4|155&2|810&4|99&4|68&4|151&5|739&3|222&4|230&4|252&2|252&2|69&3|15&4|135&2|191&3|258&4|43&3|375&2|249&3
327&4|258&5|1315&2|246&5|751&3|472&1|201&5|291&3|763&5|124&5|118&3|195&4;479&4|1022&5|4&4|789&4|782&2|652&4|484&4|789&4|315&5|750&5;327&4|258&5|1315&2|246&5|751&3|472&1|201&5|291&3|763&5|124&5|118&3|195&4|479&4|1022&5|4&4|789&4|782&2|652&4|484&4|789&4|315&5|750&5
480&5|418&5|402&4|172&4|88&5|211&3|1&5|378&5|526&5|181&4|265&5|66&5;274&4|274&4|502&2|1133&5|662&2|969&5|502&2|428&1|1133&5|274&4;480&5|418&5|402&4|172&4|88&5|211&3|1&5|378&5|526&5|181&4|265&5|66&5|274&4|274&4|502&2|1133&5|662&2|969&5|502&2|428&1|1133&5|274&4
222&3|248&4|269&4|331&2|221&4|322&2|333&2|181&4|1&4|248&4|1016&2|294&2;1322&3|1079&2|544&4|123&3|257&3|831&3|147&2|717&2|825&2|147&2;222&3|248&4|269&4|331&2|221&4|322&2|333&2|181&4|1&4|248&4|1016&2|294&2|1322&3|1079&2|544&4|123&3|257&3|831&3|147&2|717&2|825&2|147&2
358&3|300&4|307&4|50&5|257&3|340&4|231&2|13&4|358&3|252&2|286&4|137&3;347&4|272&5|895&3|355&2|354&4|355&2|272&5|288&4|347&4|752&4;358&3|300&4|307&4|50&5|257&3|340&4|231&2|13&4|358&3|252&2|286&4|137&3|347&4|272&5|895&3|355&2|354&4|355&2|272&5|288&4|347&4|752&4
1048&3|475&5|237&4|732&5|387&5|235&5|277&4|1119&3|387&5|117&5|121&5|815&4;737&1|402&4|936&5|1&5|246&5|402&4|880&5|880&5|402&4|246&5;1048&3|475&5|237&4|732&5|387&5|235&5|277&4|1119&3|387&5|117&5|121&5|815&4|737&1|402&4|936&5|1&5|246&5|402&4|880&5|880&5|402&4|246&5
508&3|244&3|596&2|123&5|325&2|244&3|742&3|742&3|121&4|742&3|515&4|246&4;978&2|930&2|370&4|925&3|978&2|925&3|370&4|925&3|286&3|978&2;508&3|244&3|596&2|123&5|325&2|244&3|742&3|742&3|121&4|742&3|515&4|246&4|978&2|930&2|370&4|925&3|978&2|925&3|370&4|925&3|286&3|978&2
855&1|435&2|127&4|525&3|132&2|199&3|423&4|835&4|165&4|165&4|604&4|1125&4;494&4|1005&1|474&5|494&4|430&3|30&4|475&4|638&3|494&4|638&3;855&1|435&2|127&4|525&3|132&2|199&3|423&4|835&4|165&4|165&4|604&4|1125&4|494&4|1005&1|474&5|494&4|430&3|30&4|475&4|638&3|494&4|638&3
143&3|90&2|485&3|926&2|944&1|144&4|709&3|1016&2|367&4|742&4|393&2|597&3;1132&2|217&4|665&3|1091&1|63&2|70&3|145&2|862&1|269&3|561&3;143&3|90&2|485&3|926&2|944&1|144&4|709&3|1016&2|367&4|742&4|393&2|597&3|1132&2|217&4|665&3|1091&1|63&2|70&3|145&2|862&1|269&3|561&3
530&4|1512&5|659&5|490&4|431&3|209&5|45&5|64&2|495&5|510&4|157&4|529&4;414&4|357&5|755&2|967&4|77&2|1065&5|676&4|155&3|161&3|665&2;530&4|1512&5|659&5|490&4|431&3|209&5|45&5|64&2|495&5|510&4|157&4|529&4|414&4|357&5|755&2|967&4|77&2|1065&5|676&4|155&3|161&3|665&2
294&1|991&4|329&5|288&2|242&5|259&2|242&5|1024&5|898&5|286&5|990&5|312&4;289&1|899&5|899&5|289&1|289&1|245&4|245&4|245&4|245&4|289&1;294&1|991&4|329&5|288&2|242&5|259&2|242&5|1024&5|898&5|286&5|990&5|312&4|289&1|899&5|899&5|289&1|289&1|245&4|245&4|245&4|245&4|289&1
154&4|176&5|407&3|68&4|176&5|68&4|258&5|290&5|385&4|1001&1|712&4|687&1;566&3|546&3|526&4|511&4|250&5|265&3|526&4|53&3|265&3|53&3;154&4|176&5|407&3|68&4|176&5|68&4|258&5|290&5|385&4|1001&1|712&4|687&1|566&3|546&3|526&4|511&4|250&5|265&3|526&4|53&3|265&3|53&3
144&2|496&3|114&4|194&3|1039&3|47&3|124&4|47&3|484&4|191&4|69&2|484&4;357&4|32&2|357&4|964&4|357&4|32&2|357&4|32&2|357&4|357&4;144&2|496&3|114&4|194&3|1039&3|47&3|124&4|47&3|484&4|191&4|69&2|484&4|357&4|32&2|357&4|964&4|357&4|32&2|357&4|32&2|357&4|357&4
93&2|124&5|306&5|690&4|150&3|340&4|246&5|269&5|137&4|303&4|313&2|515&5;10&5|6&4|222&4|288&3|7&5|222&4|6&4|1&4|222&4|1008&4;93&2|124&5|306&5|690&4|150&3|340&4|246&5|269&5|137&4|303&4|313&2|515&5|10&5|6&4|222&4|288&3|7&5|222&4|6&4|1&4|222&4|1008&4
340&4|903&4|311&4|682&1|989&3|268&5|288&4|324&2|313&2|354&4|302&4|302&4;748&1|289&2|748&1|358&5|289&2|338&2|678&4|323&2|338&2|289&2;340&4|903&4|311&4|682&1|989&3|268&5|288&4|324&2|313&2|354&4|302&4|302&4|748&1|289&2|748&1|358&5|289&2|338&2|678&4|323&2|338&2|289&2
470&5|609&5|208&5|91&4|516&4|59&4|87&4|193&5|657&5|181&5|525&4|218&4;231&2|1478&4|623&1|552&4|373&3|1066&3|392&2|1029&1|622&4|1066&3;470&5|609&5|208&5|91&4|516&4|59&4|87&4|193&5|657&5|181&5|525&4|218&4|231&2|1478&4|623&1|552&4|373&3|1066&3|392&2|1029&1|622&4|1066&3
317&3|744&3|302&4|8&3|503&4|132&2|423&2|175&4|163&3|1021&4|203&4|489&4;428&4|232&3|53&3|473&3|109&1|217&3|229&3|3&3|88&2|51&3;317&3|744&3|302&4|8&3|503&4|132&2|423&2|175&4|163&3|1021&4|203&4|489&4|428&4|232&3|53&3|473&3|109&1|217&3|229&3|3&3|88&2|51&3
288&3|328&3|288&3|321&3|328&3|357&4|198&5|603&4|705&3|705&3|269&5|663&3;246&3|762&4|762&4|815&3|762&4|111&4|274&3|111&4|815&3|762&4;288&3|328&3|288&3|321&3|328&3|357&4|198&5|603&4|705&3|705&3|269&5|663&3|246&3|762&4|762&4|815&3|762&4|111&4|274&3|111&4|815&3|762&4
303&5|1176&4|242&3|100&5|744&5|297&5|307&4|744&5|740&2|268&4|744&5|1233&5;475&5|150&4|127&5|475&5|676&4|458&4|458&4|475&5|475&5|475&5;303&5|1176&4|242&3|100&5|744&5|297&5|307&4|744&5|740&2|268&4|744&5|1233&5|475&5|150&4|127&5|475&5|676&4|458&4|458&4|475&5|475&5|475&5
383&2|100&5|9&4|195&3|527&3|204&5|202&5|83&4|317&5|164&4|414&5|526&4;300&3|158&1|158&1|306&3|62&2|210&4|405&3|496&5|616&2|655&5;383&2|100&5|9&4|195&3|527&3|204&5|202&5|83&4|317&5|164&4|414&5|526&4|300&3|158&1|158&1|306&3|62&2|210&4|405&3|496&5|616&2|655&5
436&4|358&1|135&4|748&3|89&4|230&4|727&5|122&1|62&3|202&4|164&4|127&5;680&3|272&4|118&3|1608&2|118&3|168&5|272&4|177&4|1608&2|680&3;436&4|358&1|135&4|748&3|89&4|230&4|727&5|122&1|62&3|202&4|164&4|127&5|680&3|272&4|118&3|1608&2|118&3|168&5|272&4|177&4|1608&2|680&3
338&1|338&1|881&2|326&3|288&3|288&3|319&3|259&4|242&4|269&4|319&3|300&3;889&5|270&5|889&5|270&5|270&5|1176&5|889&5|1176&5|1176&5|683&5;338&1|338&1|881&2|326&3|288&3|288&3|319&3|259&4|242&4|269&4|319&3|300&3|889&5|270&5|889&5|270&5|270&5|1176&5|889&5|1176&5|1176&5|683&5
28&4|172&1|191&5|528&4|48&4|124&4|708&4|647&1|380&1|176&2|382&4|172&1;147&5|525&4|318&5|197&5|147&5|655&5|642&4|504&4|318&5|170&3;28&4|172&1|191&5|528&4|48&4|124&4|708&4|647&1|380&1|176&2|382&4|172&1|147&5|525&4|318&5|197&5|147&5|655&5|642&4|504&4|318&5|170&3
286&3|347&3|328&3|346&4|315&3|258&5|269&5|321&1|346&4|268&5|345&2|900&4;358&2|358&2|213&4|910&1|358&2|312&4|910&1|332&3|245&5|213&4;286&3|347&3|328&3|346&4|315&3|258&5|269&5|321&1|346&4|268&5|345&2|900&4|358&2|358&2|213&4|910&1|358&2|312&4|910&1|332&3|245&5|213&4
471&3|1228&3|318&5|77&2|320&3|403&3|264&3|1&4|544&2|180&3|1540&3|164&2;809&3|401&3|338&1|1274&1|1274&1|809&3|151&2|919&2|1035&3|1480&3;471&3|1228&3|318&5|77&2|320&3|403&3|264&3|1&4|544&2|180&3|1540&3|164&2|809&3|401&3|338&1|1274&1|1274&1|809&3|151&2|919&2|1035&3|1480&3
115&1|681&3|258&2|243&4|50&3|435&3|538&5|243&4|286&4|292&4|275&5|288&1;151&2|14&4|840&4|276&2|276&2|740&5|15&4|25&4|840&4|840&4;115&1|681&3|258&2|243&4|50&3|435&3|538&5|243&4|286&4|292&4|275&5|288&1|151&2|14&4|840&4|276&2|276&2|740&5|15&4|25&4|840&4|840&4
310&3|302&3|347&3|750&5|315&5|305&4|286&4|302&3|312&3|305&4|269&4|900&3;333&4|329&3|690&3|329&3|245&3|690&3|245&3|333&4|264&4|333&4;310&3|302&3|347&3|750&5|315&5|305&4|286&4|302&3|312&3|305&4|269&4|900&3|333&4|329&3|690&3|329&3|245&3|690&3|245&3|333&4|264&4|333&4
98&4|219&4|665&4|200&4|53&4|448&3|98&4|559&3|672&3|669&3|5&3|218&3;441&2|590&2|590&2|145&2|441&2|145&2|635&2|413&2|590&2|635&2;98&4|219&4|665&4|200&4|53&4|448&3|98&4|559&3|672&3|669&3|5&3|218&3|441&2|590&2|590&2|145&2|441&2|145&2|635&2|413&2|590&2|635&2
181&5|871&4|271&5|250&5|286&4|1014&3|329&3|50&5|329&3|358&4|455&4|358&4;3&5|3&5|1028&3|1028&3|597&1|829&2|405&2|151&2|748&2|3&5;181&5|871&4|271&5|250&5|286&4|1014&3|329&3|50&5|329&3|358&4|455&4|358&4|3&5|3&5|1028&3|1028&3|597&1|829&2|405&2|151&2|748&2|3&5
756&4|476&4|1&4|118&4|685&4|245&4|126&5|988&3|276&3|323&5|151&3|243&3;107&4|291&4|291&4|975&4|934&4|975&4|975&4|107&4|1061&5|368&3;756&4|476&4|1&4|118&4|685&4|245&4|126&5|988&3|276&3|323&5|151&3|243&3|107&4|291&4|291&4|975&4|934&4|975&4|975&4|107&4|1061&5|368&3
223&5|186&4|194&4|187&4|168&4|211&4|186&4|211&4|55&5|185&4|156&5|238&5;79&4|741&5|431&2|657&4|273&3|305&5|657&4|340&4|288&3|230&4;223&5|186&4|194&4|187&4|168&4|211&4|186&4|211&4|55&5|185&4|156&5|238&5|79&4|741&5|431&2|657&4|273&3|305&5|657&4|340&4|288&3|230&4
833&2|280&2|764&2|368&2|3&4|56&5|396&3|747&4|658&3|763&4|79&4|150&5;302&5|508&4|315&5|508&4|174&5|64&5|286&4|182&4|313&5|298&5;833&2|280&2|764&2|368&2|3&4|56&5|396&3|747&4|658&3|763&4|79&4|150&5|302&5|508&4|315&5|508&4|174&5|64&5|286&4|182&4|313&5|298&5
655&3|175&3|482&4|589&5|186&3|589&5|327&3|54&4|582&4|523&4|230&3|480&3;781&3|1407&3|120&2|120&2|726&4|291&4|1303&3|572&3|1183&2|1518&3;655&3|175&3|482&4|589&5|186&3|589&5|327&3|54&4|582&4|523&4|230&3|480&3|781&3|1407&3|120&2|120&2|726&4|291&4|1303&3|572&3|1183&2|1518&3
1070&4|287&4|137&5|250&1|483&5|14&5|129&4|735&2|980&5|182&4|435&4|514&5;333&1|319&4|582&1|496&3|663&4|430&5|582&1|939&4|582&1|307&4;1070&4|287&4|137&5|250&1|483&5|14&5|129&4|735&2|980&5|182&4|435&4|514&5|333&1|319&4|582&1|496&3|663&4|430&5|582&1|939&4|582&1|307&4
207&4|1622&1|463&2|886&1|531&4|6&1|900&2|557&2|179&4|270&5|1268&2|52&3;961&2|961&2|346&4|955&3|961&2|1646&4|958&5|1466&4|955&3|302&4;207&4|1622&1|463&2|886&1|531&4|6&1|900&2|557&2|179&4|270&5|1268&2|52&3|961&2|961&2|346&4|955&3|961&2|1646&4|958&5|1466&4|955&3|302&4
100&5|487&5|505&5|174&4|589&5|515&5|631&5|181&4|378&3|307&4|205&4|607&4;22&5|190&5|177&4|1009&4|8&3|1451&4|605&4|1009&4|605&4|190&5;100&5|487&5|505&5|174&4|589&5|515&5|631&5|181&4|378&3|307&4|205&4|607&4|22&5|190&5|177&4|1009&4|8&3|1451&4|605&4|1009&4|605&4|190&5
182&5|204&3|382&3|357&4|33&1|129&3|283&4|763&1|24&4|704&2|172&5|257&2;162&4|380&5|1107&1|1091&3|708&3|365&2|421&5|217&2|664&4|138&1;182&5|204&3|382&3|357&4|33&1|129&3|283&4|763&1|24&4|704&2|172&5|257&2|162&4|380&5|1107&1|1091&3|708&3|365&2|421&5|217&2|664&4|138&1
50&5|121&4|181&5|472&4|50&5|286&5|117&4|295&3|246&3|246&3|118&3|50&5;751&4|268&4|323&3|270&4|751&4|270&4|270&4|268&4|313&5|270&4;50&5|121&4|181&5|472&4|50&5|286&5|117&4|295&3|246&3|246&3|118&3|50&5|751&4|268&4|323&3|270&4|751&4|270&4|270&4|268&4|313&5|270&4
678&2|233&4|167&4|403&4|304&2|255&5|304&2|220&4|255&5|403&4|1035&4|233&4;210&4|153&4|781&4|862&1|781&4|781&4|153&4|50&5|153&4|153&4;678&2|233&4|167&4|403&4|304&2|255&5|304&2|220&4|255&5|403&4|1035&4|233&4|210&4|153&4|781&4|862&1|781&4|781&4|153&4|50&5|153&4|153&4
595&4|773&3|526&3|372&4|660&4|417&3|187&3|755&4|676&4|1050&4|234&3|693&4;725&3|452&2|1437&2|537&3|1133&3|53&4|563&3|63&3|834&2|1090&4;595&4|773&3|526&3|372&4|660&4|417&3|187&3|755&4|676&4|1050&4|234&3|693&4|725&3|452&2|1437&2|537&3|1133&3|53&4|563&3|63&3|834&2|1090&4
99&2|380&5|278&1|8&4|132&2|409&4|95&5|456&2|1178&2|8&4|240&3|222&5;775&3|761&3|63&4|623&3|138&4|722&3|138&4|541&5|294&5|1016&5;99&2|380&5|278&1|8&4|132&2|409&4|95&5|456&2|1178&2|8&4|240&3|222&5|775&3|761&3|63&4|623&3|138&4|722&3|138&4|541&5|294&5|1016&5
345&4|302&5|984&1|411&1|13&3|235&2|286&1|271&1|9&2|1011&3|847&2|354&3;827&2|273&3|1028&2|3&3|250&3|250&3|825&1|407&2|1028&2|147&3;345&4|302&5|984&1|411&1|13&3|235&2|286&1|271&1|9&2|1011&3|847&2|354&3|827&2|273&3|1028&2|3&3|250&3|250&3|825&1|407&2|1028&2|147&3
229&3|178&3|53&1|36&1|204&5|275&4|1041&5|655&3|434&4|423&4|222&5|511&4;409&3|1415&3|855&3|988&3|219&4|143&5|94&3|588&5|432&2|1415&3;229&3|178&3|53&1|36&1|204&5|275&4|1041&5|655&3|434&4|423&4|222&5|511&4|409&3|1415&3|855&3|988&3|219&4|143&5|94&3|588&5|432&2|1415&3
71&5|148&5|546&3|1043&5|755&5|827&4|597&4|117&5|257&4|576&4|252&1|118&4;427&2|318&5|196&4|797&4|97&3|554&2|193&3|720&5|97&3|64&5;71&5|148&5|546&3|1043&5|755&5|827&4|597&4|117&5|257&4|576&4|252&1|118&4|427&2|318&5|196&4|797&4|97&3|554&2|193&3|720&5|97&3|64&5
980&4|96&4|856&4|696&3|298&4|405&2|488&2|461&3|746&4|1152&3|294&3|479&4;399&3|232&3|155&3|664&2|597&3|1072&3|291&3|1487&3|386&3|226&2;980&4|96&4|856&4|696&3|298&4|405&2|488&2|461&3|746&4|1152&3|294&3|479&4|399&3|232&3|155&3|664&2|597&3|1072&3|291&3|1487&3|386&3|226&2
1215&3|118&2|162&3|121&4|96&5|482&4|99&4|28&4|228&4|153&4|521&4|128&3;255&4|393&4|665&3|959&3|403&3|262&3|399&3|571&3|566&3|420&4;1215&3|118&2|162&3|121&4|96&5|482&4|99&4|28&4|228&4|153&4|521&4|128&3|255&4|393&4|665&3|959&3|403&3|262&3|399&3|571&3|566&3|420&4
191&4|181&5|1&4|121&3|15&4|181&5|203&3|203&3|763&3|100&3|178&5|181&5;111&4|111&4|126&5|283&2|111&4|150&3|222&3|111&4|150&3|222&3;191&4|181&5|1&4|121&3|15&4|181&5|203&3|203&3|763&3|100&3|178&5|181&5|111&4|111&4|126&5|283&2|111&4|150&3|222&3|111&4|150&3|222&3
288&2|292&3|269&4|338&1|748&4|294&2|321&2|15&3|300&4|301&4|288&2|303&5;9&5|298&4|100&5|273&3|408&4|9&5|9&5|408&4|298&4|273&3;288&2|292&3|269&4|338&1|748&4|294&2|321&2|15&3|300&4|301&4|288&2|303&5|9&5|298&4|100&5|273&3|408&4|9&5|9&5|408&4|298&4|273&3
311&4|945&5|965&5|208&3|258&3|86&5|242&4|553&2|632&5|276&4|300&3|604&5;196&4|660&4|693&3|1134&3|657&5|385&4|385&4|762&3|356&4|117&3;311&4|945&5|965&5|208&3|258&3|86&5|242&4|553&2|632&5|276&4|300&3|604&5|196&4|660&4|693&3|1134&3|657&5|385&4|385&4|762&3|356&4|117&3
