item_id;vectors
1095;0.28909808|-0.75942004|-0.21297513|0.5796077|0.60983986|0.3190329|0.35238624|0.2752287|-0.6024116|0.7472296|0.49286044|-0.86245584|0.6574111|-0.48432946|-0.14469631|-0.06687731|-0.007106185|1.0560535|0.019495718|0.116431236|-0.18806472|0.19332585|-0.68278396|0.33170748|-0.4435698|0.23988742|0.4061394|0.015279904|0.41632655|-0.84675586|0.774826|-0.58948743|0.037163086|-0.54959196|-0.22451653|0.4603347|0.054681644|0.6109413|0.3124601|-0.086907595|0.6509087|0.19424501|-1.1766798|-0.4883778|-0.32803345|0.1134437|-0.03528455|-0.20908056|-0.65445226|-0.89318|0.09647325|-0.5633968|-0.10879914|0.6452489|0.3361028|0.48372602|-0.23098508|-0.27804103|-1.0566673|0.20731562|0.06380333|-0.03919518|-0.531211|-0.32348406|-0.6043677|1.3223506|0.23388049|-0.39425266|0.4504024|0.0894911|-0.1519672|0.6379063|0.28548616|0.0055867136|-0.30465496|0.25452298|-0.38570428|0.353254|0.3251685|0.26508677|-0.12546444|-0.4709043|-0.07976705|-1.0123061|0.5010429|0.04268928|-0.50615674|0.5948659|0.14693151|0.45807177|-0.7640679|-0.0041392446|0.18140939|-0.157469|0.7894317|0.5529603|-0.22795296|0.6740422|0.3396585|-0.41940603
1096;-0.15080532|-0.5347762|0.41192335|0.6125696|0.6021405|0.19641657|0.12679392|0.101862475|0.96057475|0.7594775|0.5493318|-0.65664417|-0.24116701|-0.108709514|-0.049728602|0.2395593|0.042785525|0.44600478|0.4236712|0.020459026|-0.34803694|-0.06769237|0.17018181|1.0035889|-0.64833796|0.4611801|0.250556|-0.20371422|0.3666029|-0.33885375|0.7078399|-0.3594885|0.38710082|-0.04544589|-0.56078136|0.10178869|-0.005952567|0.65880847|0.012119904|0.11031544|0.44070798|-0.13961232|-0.8533878|-0.27847824|-0.3559004|0.005157411|0.45612648|-0.06643204|-0.6433037|-0.8148576|-0.20202792|0.16684422|0.5369571|0.5152149|0.583937|0.5965235|-0.58704776|0.51373994|-0.91208935|0.07663512|-0.028316304|0.398512|-0.09994811|0.118486345|-0.89952177|1.1050029|0.6729822|-0.2629404|-0.46415347|-0.08012782|-0.45424327|0.6554714|-0.030200869|0.13927597|0.13272032|0.18656152|-0.27770677|0.4096109|0.77304983|0.4573832|-0.38703844|-0.9220737|0.11552336|-1.0906196|0.39986682|0.30139196|-0.8174854|0.62644285|-0.29156202|0.11141187|-0.23849165|-0.7141353|-0.28498998|-0.24038142|0.35810217|1.0798798|-0.80714184|-0.076760024|0.77924323|-0.21695423
1097;0.35464835|-0.28894097|0.14963272|0.5275824|1.265162|0.15583815|0.34976783|-0.29423714|-0.32568383|0.4257843|0.36983404|-0.6233438|0.33005807|-0.0017513633|0.4733603|-0.44234103|0.07039218|0.0484145|0.49109495|-0.44396555|-0.10332851|-0.22584441|0.04519084|0.7167521|-0.72886646|-0.27697185|0.22502284|-0.4227581|-0.34019303|0.11167383|0.12785113|-0.2612236|-0.21378101|0.3685321|-0.9436967|0.5716621|0.21200587|0.8009863|1.1045394|-0.30547476|0.25858623|-0.3180827|-1.025463|-0.58742297|-0.86241376|0.28371322|0.03783022|-0.88362885|0.15019068|-0.28787354|-0.53683466|-0.107498884|-0.22462313|-0.047452807|0.58616424|0.33469516|-1.0192956|0.38657284|-0.6375041|-0.2484245|-0.62009436|0.5445114|-0.06088537|-0.44673854|-0.94028527|1.163047|0.23182748|-0.114304096|0.44191128|-0.09763895|-0.215118|0.20369282|0.23828319|0.6269455|-0.33637094|-0.00012189895|-0.27749056|0.51704013|0.48737362|0.4228469|-0.23161015|-0.015206188|0.0057891905|-0.26080146|0.25006568|0.84369296|-0.77481174|0.15718138|-0.51680547|0.10984819|-0.10331738|-0.40574554|0.48922858|0.093609095|0.21111032|0.949461|0.16167784|0.020736396|0.32253963|-0.23629615
1098;0.04254897|-0.38416934|-0.12275019|0.41126725|0.7246378|-0.36020258|0.20047867|-0.014962226|-0.23911524|0.44577187|-0.23041813|-0.41743118|-0.006616682|-0.36640656|0.32782948|0.31201014|0.19967976|0.30370408|-0.33078176|-0.28793195|-0.16321099|-0.57515436|-0.51284635|0.72205335|-0.88827217|-0.10025761|0.346152|-0.4520017|-0.039385512|-0.5867332|0.13226616|0.36825097|0.74418974|-0.82595974|-0.40578046|-0.4751023|0.24031034|0.39630902|0.30947584|0.36207306|0.37276912|-0.2631917|-0.7288109|-0.11314564|-0.85674787|0.34683368|0.53123516|-0.61962414|-0.085117996|-0.83520466|-0.068861365|-0.51477295|-0.33879465|0.6670629|0.5744608|1.8040488|-0.6463919|0.39466038|-0.59018075|-0.993829|0.25442952|0.34210148|-0.7375402|-0.96563053|-0.97625005|0.99617356|0.042203963|-0.8567042|0.08942942|0.43671817|-0.5911682|0.11926508|0.1264136|0.84395874|0.44123247|0.060982425|-0.20669219|0.06123653|0.350101|0.7665671|0.016085103|-0.27083975|-0.026879951|-0.010525823|0.2014958|0.042855322|-0.8070111|0.52853733|-0.25859168|0.550296|-0.33968323|-0.62994045|-0.33210835|-0.5013927|0.08056581|0.55095416|-0.91970134|0.45656568|-0.3161439|-0.6085168
1099;0.054696843|-0.39453453|-0.30665305|0.46921465|0.48598814|0.11964108|0.041493632|0.2994193|-0.028397273|0.8283007|0.4382452|-0.23839325|-0.034016192|-0.5635112|0.17321873|-0.09990957|0.28653875|0.26855022|-0.3747993|-0.30690715|-0.37049228|-0.25135797|-0.30353653|0.7433693|-0.64003366|-0.06606445|0.6896883|-0.29968935|-0.29096276|-0.0718545|1.1180108|-0.2456119|-0.004087083|-0.44407028|-0.20485714|0.07204327|0.12596877|0.53024226|-0.009138308|-0.06329879|0.32710794|-0.37891954|-0.86669594|-0.20438339|-0.44761676|0.26664227|0.29346368|-0.53228295|-0.3097311|-0.22035429|0.024822008|0.2672371|0.35433954|0.7058954|0.3572767|0.77351934|-0.22860435|0.15951103|-0.67883873|-0.36273813|-0.00541804|0.498456|-0.25048092|-0.37118712|-0.60832644|0.7980242|0.30859423|-0.6337653|0.06728045|0.33577672|-0.28455737|0.7450614|0.37067136|0.16776012|-0.24827352|0.12662172|-0.35947755|0.2291244|0.39080167|0.4466612|-0.20809491|-0.17847426|0.07140827|-0.4281481|0.24877805|-0.27205363|-0.5784383|0.46839234|0.36083207|0.40659377|-0.52720225|-0.41994926|0.05191271|-0.5866785|0.09472203|0.6915062|-0.19954957|0.13026829|0.1509352|-0.25602627
1100;0.02242738|-0.61132914|-0.3329051|-0.015003502|0.35583475|0.3100165|-0.03371121|0.08759226|-0.17553146|0.872342|-0.23713599|-0.26542532|0.76506674|-0.13927013|0.41492763|-0.033442207|0.92079926|-0.057765007|0.030860052|0.13618898|-0.77299166|-0.5538413|0.18503004|0.5216022|-1.1358837|0.09118085|0.65522337|-0.5207511|-0.2823427|-0.2026438|0.92636997|0.22361618|-0.16057858|-0.43472955|-0.29828078|0.26005015|-0.44162083|0.13485819|0.8189293|0.10555741|-0.14166172|-0.8938755|-0.90690285|0.2311651|-0.6498548|0.95456237|0.35690513|-0.031243712|-0.78104115|-0.5367388|-0.06281865|0.19731608|-0.24244744|1.4672928|0.8111245|0.99382395|-0.2511312|-0.0018186942|-0.75010407|-0.1827496|-0.004028164|0.6862414|-0.3688394|-0.18953386|-1.2426581|1.1583288|0.16562623|-0.6236684|-0.17045233|0.49924493|-0.040418208|1.1757487|0.13596159|0.23160721|-0.3646378|0.3475107|-0.31580758|0.3500146|0.17458963|0.21882027|-0.48493943|0.2911369|0.11782976|-0.03271854|-0.12750408|-0.12698868|-0.09695861|-0.0063574314|-0.016856149|0.785591|0.15930602|-0.33402246|0.33309606|-0.73129463|0.19058597|1.1625232|-0.17239636|0.21343307|0.66100645|0.0076060593
1101;0.24886331|-0.3670526|-0.53095794|0.32152244|0.54930055|0.14204293|0.49769425|0.45344454|-0.42817804|0.7105627|-0.094645455|-0.23677099|0.09309086|-0.38731334|-0.14728379|0.030498425|0.4887939|0.8330231|-0.65534616|-0.52628016|-0.070332184|0.15833575|0.0964115|0.774982|-0.76330286|-0.528893|0.47110116|-0.4069174|-0.16325897|-0.3310245|0.50519687|-0.05582185|0.040882|-0.2376436|-0.42497087|-0.04187976|0.6072968|0.25588065|0.3687318|-0.30105063|0.12900487|-0.5633631|-0.9731385|-0.048394665|0.082939744|0.49280897|0.035926193|-0.51970255|-0.40842578|-0.7204621|-0.16703685|0.40459433|0.41644192|0.6309122|0.62149197|1.4048643|-0.49446672|0.14949709|-0.7049143|-0.10607704|-0.011788569|0.44849688|0.008054897|-0.4042601|-0.20657843|0.9599631|-0.011012688|-0.083007455|0.48515812|0.2917409|-0.9398043|0.91313565|0.5216609|-0.111910164|-0.2141328|0.19147462|-0.5131738|0.49702278|0.18399462|0.5698763|-0.107232444|-0.44238445|0.6285435|-0.37093443|0.29330507|-0.13049965|-0.8473284|0.34728134|-0.07405733|1.0239064|-0.735353|-0.6560621|-0.16482672|-0.70305336|-0.15726715|0.72108364|-0.39010397|0.5130843|0.23076151|-0.15694246
1102;0.29139394|-0.19725144|-0.17465527|0.38165048|0.3579681|1.0250214|0.13779485|0.2738342|-0.036977813|0.7111922|0.17558603|-0.10492207|0.25997838|-0.17159954|0.011740044|0.461542|0.23203795|0.6888912|-0.19178022|-1.0992672|-0.20582536|-0.67060006|-0.75794894|0.62123346|-0.853363|-0.48497406|0.3570957|-0.025166407|0.052221097|-0.79135346|0.74490535|-0.2857932|-0.17601974|-0.23880614|-0.60071737|0.67597896|0.47442633|0.6772381|0.25328982|-0.45038125|0.020626858|-0.067023695|-0.84723103|-0.46576095|-0.77239764|0.38837466|0.23538701|-0.24545264|-0.2793342|-0.33168468|0.23369801|-0.5014723|-0.0017070696|0.24914506|0.7309683|0.7803608|-0.8576726|0.38637292|-0.72992367|0.41545755|-0.23416597|0.2669927|-0.14827168|0.22079739|-0.82549953|0.77499646|0.2437575|0.012681156|0.28552938|0.22175352|-0.6120229|0.4704088|0.7296624|0.7063716|-0.42616928|-0.21597616|-0.10899459|0.62024516|0.39025995|1.201827|-0.4277614|-0.886371|0.64950716|-0.606169|0.46924284|0.02753686|-0.6171948|0.08507106|0.22237661|0.46130738|-0.4849098|-0.35406488|0.4973516|-0.41779855|0.5097517|0.25865385|-0.94520086|0.16581301|0.53240776|-0.42237085
1103;-0.30112234|-0.3468737|-0.4423652|0.4923343|0.5018978|0.47654864|0.89941645|0.41250622|-0.15923853|0.6127481|0.54530036|0.32776514|0.2641824|-0.39724118|-0.78681976|0.16398323|0.10060179|1.2221143|-0.39477932|0.17653015|0.06518304|-0.49250183|0.15175918|0.05381763|-0.8953531|-0.2522392|0.03406447|-0.63601303|-0.32642117|0.013472736|0.5042315|-0.65124506|-0.6402414|-0.6680918|0.14903009|0.110001124|0.73557514|-0.68870175|0.018143415|-1.0318713|0.65347284|0.37729752|-0.8680265|0.48033375|0.32255587|0.013696164|-0.026180029|-0.03275472|0.10537392|0.02623719|-0.08962911|0.37977624|-0.2654357|0.043875694|0.5326268|1.9288075|-0.39068845|-0.21790808|-0.5984411|0.24602821|0.37231272|0.20196465|0.12672259|0.3192281|-0.28038675|0.42161375|0.1761813|0.073303014|0.5779645|-0.29169607|-0.6736435|0.7558533|0.7429267|1.2401993|-0.53433955|0.09461345|-0.3286425|0.78306806|0.18116564|0.46309996|-0.5684799|-0.656634|0.57264423|-0.7098856|0.7879104|0.15041982|-0.48028886|-0.12180412|-0.33356142|0.51525074|-1.438208|0.3931883|-0.09819448|-0.07515925|0.17512244|0.65596974|-0.36155647|1.0472622|0.31081596|-0.81034106
1104;0.38712433|-0.67363966|-0.40879777|0.042003244|0.85577023|-0.015057683|0.38711518|-0.65144295|-0.7099146|0.89145285|0.31076056|-0.030444026|0.13050947|-0.69901204|0.24246985|-0.1706286|-0.075644016|0.47854125|0.46368957|-0.12839362|-0.29423586|0.030630723|-0.4426491|1.1931882|-0.12598082|0.5258462|0.47304595|-0.64748156|-0.8727794|-0.6441754|0.25033528|0.13657367|-0.29535103|-0.13573006|-1.2532394|0.3311527|0.46168733|0.149385|0.3310284|-0.7198832|0.09889861|-0.21580231|-1.0272086|-0.7744907|0.3707374|0.3505036|-0.6875243|-0.23074175|-0.577618|-0.57911485|0.39502165|-0.4945961|-0.7427267|0.83159465|0.5750883|0.21736124|-0.47752294|0.42518052|-0.61161816|-0.060120463|-1.0401994|0.50913864|-0.81361675|0.4160198|-0.5799905|1.161169|0.02840659|-0.28424788|-0.0870854|0.41615558|-0.048090547|0.117369324|0.73056215|0.82859457|-0.083280414|0.045880683|0.45771798|-0.07940239|0.5564193|0.68977696|0.36005598|-0.48023656|-0.5877324|-0.18357944|0.43558723|-0.3442537|-0.41280222|0.10511601|-0.30559647|-0.31738332|-0.57418895|-0.66305935|0.80271584|-0.9383827|-0.32293662|0.77511895|-0.49554017|0.60040736|0.5992806|-0.8134137
1105;0.36934334|-0.35095987|-0.23271728|0.12675607|0.8037965|0.15213543|-0.092961565|-0.078935206|0.13588348|0.6658014|0.44681984|0.11911276|0.19842334|-0.91413635|0.016231477|0.25457126|-0.016011193|0.6068765|-0.46367723|-0.6037208|-0.5364126|0.09543991|-0.4997361|0.5864317|-0.6890175|-0.23874027|0.2867033|0.021727577|-0.13793471|0.19816566|0.6027714|-0.26158008|0.06355312|-0.36653584|-0.22148158|0.35254824|0.61907876|0.4015403|0.10413468|-0.5071505|0.24273273|-0.17639993|-0.9573585|-0.11725403|-0.39236012|0.7237083|0.6180515|-0.23738918|-0.3166372|-0.33307862|0.32885996|-0.17089841|-0.07168308|0.49098033|0.2730942|0.6295455|-0.42135844|-0.111734845|-0.93908525|-0.073777966|0.1631387|-0.010699093|-0.11591591|-0.37159616|-0.43100417|0.40377882|0.52598226|-0.572371|-0.066505544|0.630197|-0.782915|0.9898499|0.7010921|0.16964342|-0.29165536|0.30548292|-0.40557158|0.58358073|0.47343534|0.2254957|-0.24313106|-0.48156342|0.89735353|-0.509251|0.277613|-0.13218088|-0.37249172|0.07292783|0.41221464|0.57419527|-0.8306563|-0.12682697|-0.27827853|-0.47661075|0.2540655|0.11016196|-0.64340454|0.31995293|0.17372741|0.03610906
1106;0.09006946|-0.42714584|-0.20689712|0.2703691|0.7737808|0.1932241|0.3245228|0.35418987|-0.31916392|0.48635787|-0.17021503|-0.41088867|0.11559354|-0.35957268|0.16858074|0.06209426|0.29402754|0.37320963|0.1405838|-0.48305815|-0.53017163|-0.35323608|-0.49338752|0.6259094|-0.5837729|-0.2002374|0.007949889|-0.13998282|-0.2735191|-0.17384987|0.7439595|-0.044297785|-0.36705557|-0.4595304|-0.12720266|-0.041899487|0.47032568|0.2630184|-0.4218425|-0.4258522|0.18563837|0.058981597|-1.0908089|0.13064094|-0.28234398|0.53316545|0.31317526|-0.37140846|-0.4722017|-0.60168403|-0.32858717|0.16520251|-0.01378379|0.9737286|0.954515|0.9701382|-0.58866423|0.30661127|-0.37314597|-0.37039813|-0.19538394|0.59634537|-0.6383216|0.20888814|-0.77739125|0.8905704|0.1777871|-0.55390793|-0.030529462|0.19824636|-0.6409525|0.13027665|0.57587206|0.46206218|-0.36569232|0.14819768|-0.4214111|0.698459|0.41513425|0.6000519|-0.22675395|-0.55495656|0.17437549|-0.50242925|0.2683058|0.0035995748|-0.42568767|0.06074074|-0.15510666|0.63999104|-0.30960828|-0.09848392|-0.0072743148|-0.31713265|-0.16273418|0.4536939|-0.5182114|0.4184718|0.16157505|-0.42896855
1107;0.21244414|-0.26231873|-0.39553124|0.238852|0.7417703|0.05019465|0.0173762|0.24169227|-0.029947758|0.40821886|0.016416237|-0.24525009|0.21374732|-0.50554466|0.066767246|-0.108467124|0.009462208|0.43880215|0.06831045|-0.24532828|-0.113272846|0.0047388673|-0.36556292|0.6995273|-0.7454544|-0.037924588|0.49728486|-0.2394359|-0.05781634|-0.19492982|0.6241801|-0.0641868|-0.2012034|-0.15296935|-0.3906203|0.14821506|0.11363937|0.3247943|0.0767411|-0.24302946|0.16999882|-0.09207359|-0.9162939|-0.017125756|-0.17163102|0.29574192|0.25689605|-0.20810671|-0.46679193|-0.4404715|-0.14003022|0.0061045326|-0.2578594|0.6034102|0.558072|0.5240352|-0.35263348|0.23584989|-0.6437172|-0.27404803|0.118735686|0.37053952|-0.18452832|-0.17573407|-0.73029715|0.6690733|-0.03340082|-0.51279634|0.22294283|0.3147874|-0.25406533|0.4821609|0.118419915|0.45461422|-0.1253863|0.08817909|-0.07074498|0.22666389|0.5815462|0.36292338|-0.22824675|-0.41275102|0.04093927|-0.4967299|0.47613296|0.10503268|-0.75259966|0.44502258|-0.19157699|0.2563947|-0.69629735|-0.47806177|0.20294389|-0.4702524|0.28227684|0.62725437|-0.29086745|0.19938102|0.4149372|-0.29254237
1108;0.34062427|-0.4095284|-0.7455454|0.0009214878|0.5513785|0.53658324|-0.349428|0.46418512|0.13734892|0.85661054|0.8528097|-0.1092176|0.5845468|-0.52356017|0.06001874|-0.1159902|0.07828745|0.4186701|-0.22251607|-0.27211857|-0.15713795|0.042450458|-0.5008526|0.85470015|-0.5288744|-0.1971415|0.47407728|0.04125163|0.13690037|-0.37500924|0.6933462|0.012520075|-0.011450708|-0.77372074|-0.18795815|0.18276064|0.570022|0.2680146|0.36820194|0.046086222|0.47868234|0.1094003|-0.886583|-0.07060481|-0.2094179|0.63737595|0.47744417|-0.1285359|-0.5016479|-0.31784707|0.020234972|0.24181867|-0.28888786|0.18484637|1.0873277|0.7491656|-0.632208|0.1398935|-1.1535733|0.10220674|-0.28145444|0.5387696|-0.12847349|-0.3608732|-0.7711307|0.43199608|0.121984765|-0.3283701|-0.034541957|-0.039877936|-0.9198798|0.6294557|0.42309898|0.38171193|0.11339992|0.06539422|0.07502508|0.2758187|0.68109965|1.1725683|-0.704554|-0.16542713|-0.006127894|-0.8661009|0.20538504|-0.0778694|-1.0170957|0.26416275|0.014063396|-0.1312738|-0.1715836|0.25133902|0.32604045|-0.61948|0.41170865|0.21014598|-0.93906206|-0.08371991|0.29720488|-0.26601997
1109;0.09573312|-0.9125951|-0.52894115|-0.027528942|1.0516231|0.15024133|0.09166923|0.20564729|-0.07239173|0.68911374|-0.0012597889|-0.23927978|0.41579166|-0.53678775|0.07771986|0.2126315|0.7540681|0.8005326|-0.095428064|-0.265987|0.10289183|-0.41361982|-0.4158368|0.42775232|-0.402156|-0.3686618|0.5033008|-0.09314812|-0.07581948|-0.10809981|0.0075262785|-0.1841134|-0.4668259|-0.42166573|-0.9040021|0.5352813|0.7081096|0.74844146|0.43056512|-0.56843686|0.5491283|-0.2865476|-1.2382394|-0.062191546|-0.7426879|0.0777992|0.3904876|-0.19742396|-0.43765268|-0.6800767|-0.37539423|0.55248815|-0.1357177|0.02687651|0.62784344|0.9743037|-0.30526492|0.098333165|-0.7265789|0.31808576|0.2441672|0.5941751|-0.22898142|0.052669078|-1.0087022|0.7820628|0.3907865|-0.53228974|0.09699417|0.38218212|-0.48024416|0.30849227|0.5798898|0.693665|-0.21023777|0.30925|0.08855769|0.029927611|0.5876856|0.63030636|-0.12180982|-0.19206396|0.08085929|-0.6865752|0.44087878|0.30630842|-0.36657763|0.8965338|0.103140056|0.52293044|-1.0887018|-0.1319452|0.12754643|-0.8276142|0.14457715|-0.043724656|-0.39389825|0.475647|0.07571085|-0.8022337
1110;-0.13414931|-0.674456|-0.21537727|0.26689813|0.9513704|0.14435235|0.112801135|0.24829327|-0.1895837|0.5665915|0.45597845|-0.44546476|0.23467988|-0.10440388|0.027626805|-0.30109105|0.063115045|0.35472488|0.5321982|-0.1842179|0.0212892|-0.06049031|-0.024404883|0.75064766|-0.33286288|0.028314315|0.521733|-0.5105128|0.047948413|0.034437|0.35227486|0.013978839|-0.17470801|-0.43735513|-0.47011253|-0.048040196|0.0830027|0.6506121|0.21147904|-0.013079464|0.05649613|0.0067725033|-0.6841642|-0.16718113|-0.48709667|0.08083162|0.15198994|-0.13592343|-0.5801632|-0.8561996|0.2113399|-0.5347991|-0.322716|0.55315053|0.804696|0.55376834|-0.36838964|0.17264134|-0.21496382|-0.0111840665|-0.1086393|0.38467464|-0.13307098|-0.5490912|-0.8335414|0.82849616|0.21800089|-0.44238654|0.10202527|-0.0077913404|-0.6012929|0.5404722|0.1368882|0.70217025|-0.25022593|0.05688223|-0.121516325|0.78747416|0.3667028|0.41492045|0.007813439|-0.47343993|0.10611974|-0.57798046|0.045925736|0.13329534|-0.570777|0.10219899|0.18972728|0.04287842|-0.5577569|-0.26413614|-0.031505674|-0.27431095|0.49259427|0.77863353|-0.37982038|0.169627|0.25806916|-0.6174134
1111;-0.1112397|-0.7015356|-0.23218516|0.23478544|0.76183796|0.025981963|0.10067212|0.13812289|0.016625904|0.7357245|0.09667756|-0.5473263|0.2698005|-0.12600085|-0.047436148|-0.06615312|-0.062682986|0.23839524|0.094194844|-0.231161|-0.5298754|-0.14137211|-0.0996113|0.5469694|-0.7544446|0.10258039|0.22045334|-0.16117954|-0.024500694|-0.3347228|0.886903|0.1859869|0.05234953|0.17024401|-0.66553426|0.119592234|0.23667526|0.4808857|-0.05530037|-0.61195517|-0.07418628|-0.25443232|-1.1945368|-0.27829984|-0.1842784|0.5169592|0.020135477|-0.17646992|-0.46851528|-0.68442565|-0.31909823|-0.19469507|-0.23898448|0.6438894|0.80923474|1.1692822|-0.38266736|-0.18671644|-0.5352104|-0.2173497|0.11555341|0.46245334|-0.72496915|-0.0072585493|-1.0694518|0.8981924|0.11403774|-0.20916721|0.23986861|0.07934606|-0.26701528|0.3493136|0.50116706|0.6825285|-0.05424679|-0.37233347|-0.3565045|0.69323045|0.7083413|0.13353634|0.08307366|-0.41885865|0.38056803|-0.54231447|0.5441395|0.0800403|-0.5123874|0.294652|-0.26521692|0.5065731|-0.30845782|-0.28908563|0.2184129|-0.618641|0.53577256|0.7789922|-0.8094803|0.15633377|0.033582628|-0.46977973
1112;0.3060542|-0.26859057|-0.2655404|0.5595614|0.8055955|0.28463444|0.3489894|0.730044|-0.09862399|0.49717078|0.26473522|-0.2022453|-0.045544595|-0.7433048|-0.19909546|-0.09032554|0.39511558|0.2346202|0.13830198|-0.4790613|-0.25861314|-0.01004982|-0.044682086|1.0405867|-0.80572736|0.080591835|0.39313194|-0.15513502|0.11016287|-0.18050657|0.66266525|-0.18468416|-0.27361435|-0.43969265|-0.6243984|0.20701034|0.5021103|0.2694016|0.66059315|-0.7683149|0.09806168|0.07066688|-1.0032828|-0.23917678|-0.25259614|0.66111445|0.34446186|0.01812607|-0.18674898|-0.6507795|-0.21384618|0.26933554|-0.21088938|0.30182713|0.5839384|0.4383923|-0.4698984|-0.1934669|-0.3699309|-0.105963856|0.07679115|0.25590575|-0.23567769|0.032211334|-0.6594029|1.1535454|-0.1317147|-0.500312|0.055193286|0.20263164|-0.4481912|0.77012354|0.5695708|0.034968466|-0.38001236|0.4015565|-0.504259|0.60738015|0.7121952|0.55256426|-0.4867886|-0.26083088|0.22854194|-0.22730684|0.18230177|-0.39167297|-0.81595373|0.35325634|-0.23787147|0.5043764|-0.30080053|-0.413601|0.23211741|-0.7995852|0.484695|0.7083159|-0.01949668|0.373563|-0.09087932|-0.39619675
1113;0.3482995|-0.26201385|0.28229207|0.6564499|0.37655765|-0.04274769|0.04721374|0.33906528|-0.28582597|0.7496068|0.24207471|-0.14012553|0.11440861|-1.1754537|-0.066772774|0.26360005|-0.16019553|0.14544162|0.43783528|-0.13651603|0.21638486|-0.15172906|-0.6288115|1.2489452|-0.45213208|-0.079193875|0.69372797|-0.011681035|0.07138694|-0.2076976|1.456784|-0.6870165|-0.39269957|-0.14006196|-0.013879448|0.3404467|0.30812982|0.18944687|0.4634437|-0.86250085|0.5725048|-0.35889137|-0.9727093|0.07365045|-0.5411755|0.12083605|-0.13673776|0.1680854|-0.26555583|-0.600966|-0.011233137|0.28178254|-0.014795572|0.64805204|0.12076822|0.28894144|-0.6360686|-0.35082734|-0.80523676|-0.037689224|0.36666322|0.07968378|-0.17567585|0.17232004|-0.54511553|0.5247102|0.46363902|-1.0553625|0.6309598|-0.054622933|-0.195686|0.55754924|0.79757077|0.624017|-0.7702284|0.5179043|0.32276833|0.34546366|-0.058223814|0.3248541|0.36498588|-0.5397842|-0.10865548|-0.8359039|0.49779108|0.70288813|-0.08723277|0.73090065|0.62898606|0.37862337|-0.3704733|-0.13144797|0.3158334|-0.56859374|0.5946964|0.49648884|0.1105907|0.28163558|0.6077039|-0.025339574
1114;0.06127605|-0.29729295|-0.33770254|0.37662834|0.42862913|0.32423645|0.5674753|-0.115609825|0.25476623|1.1649731|0.4251269|0.14876607|0.2538426|0.066447556|0.7736122|0.35838178|-0.13722709|0.5541583|0.6400362|0.17427066|-0.1343141|0.1455712|0.13500765|1.2344487|-1.136991|0.43250138|0.3891588|-0.53209233|-0.2828894|-0.21725482|1.0169094|-0.87815374|-0.22268975|-0.35303426|-0.08225089|0.57682836|-0.063678294|0.7730726|-0.39564514|0.13760746|0.082558036|-0.6925364|-1.0802941|0.32021832|-0.37190226|0.5258664|0.27105597|-0.0066567957|0.57317984|-0.8574726|0.5574144|0.31169143|-0.6356052|0.40983295|0.07951242|0.84104496|-0.33424252|-0.06974467|-0.30831406|-0.5136794|0.03283003|-0.13670978|0.023102447|-0.17038947|-1.0774937|1.0377266|0.35714114|-0.67199636|0.31325403|-0.33228254|-0.44866166|0.4757039|0.19511609|0.6790861|-0.8711729|0.5490024|-0.20040393|0.36057058|0.5379983|0.1934597|-0.14142257|0.009281367|0.07205768|-0.86345494|0.42044306|-0.33224922|0.13601631|0.4172746|0.42804274|0.35678592|-0.34541333|-0.22509968|0.23224908|-0.54830354|0.24103324|1.2007078|-0.28522742|0.29278237|0.38849592|-0.3982256
1115;0.4673166|-0.07967353|-0.314498|0.536332|0.84441495|0.23311953|-0.028197065|0.0282228|-0.07438436|0.34883428|0.384259|-0.10917014|0.5321784|-0.41362196|0.58853924|0.090220764|0.5405134|0.6503633|0.38752377|-0.56038964|-0.56950426|-0.5425878|0.024846733|0.35440257|-0.69150805|-0.9011355|0.093984514|-0.18917026|-0.02574227|-0.28792793|0.5976013|-0.43070734|-0.028793626|-0.43748668|-0.53877103|-0.01762475|0.3607544|0.7815186|0.4734312|-0.111469775|0.47101337|0.03689|-0.5211967|-0.10158146|-0.014804006|0.96877253|0.08100927|0.03764732|-0.25634778|-0.44458202|-0.004173275|-0.3414673|-0.40764305|0.4289403|0.61480623|0.9319234|-0.9600938|0.0598681|-1.0579767|-0.4166432|0.45614445|0.3187066|0.07976328|-0.1411949|-1.0615585|0.7276248|0.3769012|-0.4512881|-0.24999893|0.4721598|-0.35435638|0.6522426|0.39484617|-0.067693114|0.2976637|-0.25521123|-0.5390905|0.7770699|0.667081|0.5339987|-0.48500258|-0.45124483|-0.01346083|-1.0055263|0.49548233|-0.1172641|-0.24774781|0.3607135|-0.13251728|0.18760954|-0.74191713|0.12345004|-0.56195503|-0.24607657|0.28140175|0.65529394|-0.64195323|0.34417772|0.12644506|-0.64892745
